post_id,commentUser,timestamp,comments,likes
198,vada__vavvl,2023-01-20 06:58:46+00:00,:red_heart:️:red_heart:️:red_heart:️:red_heart:️,0.0
198,rauschlichtkonzept,2023-01-19 17:33:40+00:00,:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:,0.0
199,martijn,2023-02-03 07:32:40+00:00,:smiling_face_with_heart-eyes:,0.0
199,emilyjm_,2023-01-31 17:36:33+00:00,So chiccc :white_heart:,1.0
199,instascenexmoscow,2023-01-31 13:24:07+00:00,Please check your DM :growing_heart:,0.0
199,_learh,2023-01-27 12:28:45+00:00,loooooveeee,0.0
200,karenarcanjo.official,2023-05-18 21:15:17+00:00,:red_heart:️,0.0
200,k.jadereason,2023-02-15 18:03:30+00:00,:black_heart::black_heart::black_heart:,0.0
200,diogenesquinteroa,2023-02-15 07:49:30+00:00,"I have an offer for you, send me a DM so we can talk",0.0
200,evnec.izabil79,2023-02-08 01:35:38+00:00,Collab:glowing_star:Dm:@:backhand_index_pointing_right: evancejewels :sparkler::dizzy::rose:,0.0
200,sophiaippoliti,2023-02-07 17:23:11+00:00,Outfit :black_heart:,0.0
200,makeyoursec,2023-02-07 09:03:10+00:00,:smiling_face_with_heart-eyes:,0.0
200,heavenoseven,2023-02-06 21:30:22+00:00,Stunning as always:red_heart:️:red_heart:️,0.0
201,simonnygard,2023-01-31 09:19:06+00:00,:high_voltage:️:high_voltage:️:dizzy::dizzy:,1.0
201,instascenexmoscow,2023-01-17 15:31:03+00:00,Please check your DM :growing_heart:,0.0
201,loys.laundry,2023-01-15 11:55:30+00:00,Hi Stephanie! We’ve send you a message :red_heart:️,0.0
201,hildasandstrom,2023-01-11 22:06:31+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,1.0
201,artipoppe,2023-01-11 14:51:20+00:00,5th pic is everything :growing_heart:,1.0
201,creatorspanel_travel,2023-01-10 22:36:30+00:00,Please check your dm,0.0
201,theindigokitchen,2023-01-10 17:11:07+00:00,The bag purr :black_cat:,0.0
202,stephaniebroek,2023-02-07 19:31:15+00:00,@ellabroek :red_heart:️:red_heart:️,0.0
202,stephaniebroek,2023-02-07 19:31:17+00:00,@artipoppe :red_heart:️,0.0
203,pavidas,2023-06-06 11:05:42+00:00,Amazing :smiling_face_with_heart-eyes:,0.0
203,jayme_luiz_alves,2023-06-02 19:36:32+00:00,Linda :smiling_face_with_heart-eyes:,0.0
203,artursilva6862,2023-06-02 14:43:51+00:00,teu olhar.....linddooo,1.0
203,kika100doute,2023-06-02 01:03:24+00:00,C'est beau le plat...,1.0
203,lcristianerochaa,2023-06-01 09:36:58+00:00,Linda maravilhosa,0.0
203,lcristianerochaa,2023-06-01 09:36:53+00:00,:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️,1.0
203,maiaradorini,2023-05-29 21:10:56+00:00,De onde o macacão gata?,0.0
203,dr.collofello,2023-05-08 22:40:44+00:00,:fire:,0.0
203,daanrodri,2023-05-08 02:44:59+00:00,socorro Camila :red_heart:️,1.0
203,jaquesampaio_,2023-05-05 12:02:49+00:00,DEUSAAA,0.0
204,joelma.wohlwend,2023-06-03 19:40:22+00:00,Perfeita :smiling_face_with_heart-eyes:,0.0
204,cha37ervasdazaira,2023-05-30 22:45:16+00:00,Lindo,0.0
204,vanessa.arantes79,2023-05-11 02:24:03+00:00,"Que look diva, onde encontramos? @camilacoelho",0.0
204,olgafeodorovna86,2023-05-08 16:39:02+00:00,:red_heart:️,0.0
204,fatimalonaty,2023-05-06 06:57:37+00:00,:red_heart:️:red_heart:️:red_heart:️:red_heart:️,0.0
204,sandrurita_,2023-05-04 07:16:11+00:00,Tan hermoso :smiling_face_with_heart-eyes:,0.0
204,marlen_a28,2023-05-02 16:20:31+00:00,:red_heart:️:smiling_face_with_heart-eyes:,0.0
204,tuanaschumacher,2023-05-01 19:53:41+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
205,limex.indalesio,2023-06-02 05:37:05+00:00,:black_nib:️ OK OK OK OK OK OK !!,0.0
205,mvstudioas,2023-05-29 06:42:31+00:00,:red_heart:️:fire:,0.0
205,matildadjerfangel,2023-05-18 12:14:34+00:00,Angelll!!!!:loudly_crying_face::smiling_face_with_heart-eyes:,0.0
205,sevenajstores,2023-05-15 07:09:38+00:00,:fire::fire::fire:,0.0
205,stellafuriaa_,2023-05-13 18:23:49+00:00,vibess,0.0
205,jiang_anmicius,2023-05-13 15:27:48+00:00,"At the most helpless age, I met the 17th girl I wanted to protect the most",0.0
206,oxana_nft_club,2023-05-29 20:09:00+00:00,Bella :TOP_arrow::smiling_face:️:smiling_face:️:sun:️,0.0
206,briiannaaxox,2023-05-18 23:53:59+00:00,@camilacoelho where is your choker from? :red_heart:️:smiling_face_with_heart-eyes:,0.0
206,lizymason,2023-05-03 20:30:10+00:00,Where are those pants from?,0.0
206,good_vibes_only_bg,2023-04-28 02:48:53+00:00,:palm_tree::palm_tree::palm_tree::fire::fire::fire:,0.0
206,neslihande,2023-04-27 22:18:52+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
206,spexpresstransporte,2023-04-27 00:14:43+00:00,:red_heart:️:clapping_hands:,0.0
206,ceferinapro,2023-04-26 05:39:38+00:00,Beautiful,0.0
206,amandalmeidinha,2023-04-25 21:51:03+00:00,"Gente, será que essa moça de saia que está dançando no vídeo está bem de saúde? Acho que essa ausência exacerbada de músculo e de gordura não faz muito bem com o passar do tempo nao…",0.0
206,ectwins,2023-04-25 19:04:38+00:00,"Wow, Love your style. Will you be in LA Sunday? We have LA pool season opening party in association with fashion/swim week on the roof of a new hotel pool venue. It’s invite only so Direct message us so we can add you to the list before it’s full. You rock :red_heart:️",0.0
207,lea_spinella,2023-05-12 12:17:42+00:00,:smiling_face_with_heart-eyes:,0.0
207,esxdery,2023-05-12 09:44:18+00:00,The best :red_heart:️:red_heart:️:red_heart:️,0.0
207,baliblackbook.official,2023-05-10 05:31:32+00:00,This look :smiling_face_with_heart-eyes:,0.0
207,atelier_2003,2023-05-09 20:36:58+00:00,hotel name pls ?:people_hugging:,0.0
207,the_quag,2023-05-08 18:21:42+00:00,And we love it,0.0
207,silje.alice,2023-05-08 14:29:07+00:00,That salad and the flowers!:smiling_face_with_heart-eyes:,0.0
207,vntg_studio,2023-05-08 12:54:13+00:00,:smiling_face_with_heart-eyes:,0.0
207,shopbebinca,2023-05-08 02:56:42+00:00,Love it! :brown_heart:,0.0
207,tontonlamine1,2023-05-07 21:20:51+00:00,Hello,0.0
207,annn_soso,2023-05-07 20:49:38+00:00,When does this skirt launch i need it in my life:loudly_crying_face::loudly_crying_face::loudly_crying_face::face_with_hand_over_mouth:,0.0
208,ebbabard,2023-05-25 07:46:18+00:00,MAMMA,0.0
208,mariajran,2023-05-22 07:28:36+00:00,Cute dress - where is the dress from? X,0.0
208,cute_mistake,2023-05-21 11:57:42+00:00,Beautiful :red_heart:️,0.0
208,lilyburford,2023-05-18 08:46:52+00:00,@matildadjerf where is this dress from?? :red_heart:️,0.0
208,capalaswim,2023-05-14 09:11:25+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
209,xomelissatovar,2023-05-21 13:18:34+00:00,@paceswest obsessed,1.0
209,va.ninaschulenburg,2023-05-13 13:01:15+00:00,Herrlich :smiling_face_with_heart-eyes:,0.0
209,lilysdiary3,2023-05-13 11:36:12+00:00,@bibliyofilmood @lilysdiary3,0.0
209,sarahmella,2023-05-13 01:27:59+00:00,So pretty :smiling_face_with_heart-eyes:,0.0
209,chloeschuterman,2023-05-12 08:47:16+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: dröm,0.0
209,reylisem,2023-05-11 16:09:52+00:00,benim kafayı toplayacak ortam,0.0
209,pernillewilby,2023-05-11 15:45:09+00:00,Looks amazing,0.0
209,maria_partido,2023-05-11 11:09:51+00:00,@celiapartido …..t acuerdas,2.0
209,weldedbracelets,2023-05-11 09:52:27+00:00,Dreamy:white_heart:,0.0
210,svan.victor,2023-05-10 17:27:42+00:00,:kiss_mark::kiss_mark::kiss_mark:,0.0
210,lea_spinella,2023-05-09 15:19:58+00:00,:smiling_face_with_heart-eyes:,0.0
210,itspaloma__,2023-05-08 21:54:14+00:00,aowwww the restaurants look so nice too 🫶:medium-light_skin_tone:,0.0
210,priestess_alice_1,2023-05-07 13:15:43+00:00,"I see glory and blessings in you and you are destined for greatness directly from birth I have an important message for you but I will need your honest permission to proceed because your ancestors have been trying to reach you by revealing some signs to you maybe through your dreams, or the repeated numbers that you normally see (222,4:44,1111,15:15) around your environment . I also see your throat and sacral energy blocked So kindly reply me once you get this message with a picture of your right hand palm my dear if you want to know the message I have for you Namaste:folded_hands: :dizzy:",0.0
210,shopariete,2023-05-05 18:24:42+00:00,LOVE THE VIBES :smiling_face_with_heart-eyes:,0.0
210,fadi._.turk,2023-05-05 17:02:04+00:00,:smiling_face_with_heart-eyes:,0.0
210,bentheliem,2023-05-27 23:25:17+00:00,@wilma_nm @gazzasthlm,0.0
211,fatou_diambal,2023-05-13 23:04:38+00:00,Wow :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
211,baliblackbook.official,2023-05-10 05:31:23+00:00,So beautiful :smiling_face_with_heart-eyes:,0.0
211,jewel.sanders,2023-05-06 15:49:06+00:00,WOW,0.0
211,szendiiii,2023-05-06 15:36:04+00:00,:red_heart:️:red_heart:️:red_heart:️:red_heart:️,0.0
211,taylor__brandon,2023-05-06 15:35:52+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
211,samrogers.jpg,2023-05-06 15:28:22+00:00,I love Antibes :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
211,farah__awad,2023-05-06 14:49:41+00:00,What a vibe 🥹🫶:medium-light_skin_tone:,0.0
211,mary_mur,2023-05-06 13:14:06+00:00,Omg where is this? :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
211,itbegrippinandfartin,2023-05-15 23:50:19+00:00,@allison.as.usual is this Laguna beach,0.0
212,_bonjour_lulu_,2023-05-26 10:18:40+00:00,The 2 bottega bags :red_heart:️,0.0
212,sandraromero,2023-05-22 19:39:05+00:00,Dreamy :purple_heart:,0.0
212,styledbyano,2023-05-22 12:57:22+00:00,Dream :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
212,helloitismarta,2023-05-22 11:54:28+00:00,Lovely :white_heart::cherry_blossom:,0.0
212,ateliercelinewach,2023-05-22 11:07:54+00:00,:white_heart::white_heart:,0.0
212,katawii,2023-05-21 20:11:52+00:00,Love this look :smiling_face_with_heart-eyes:,0.0
212,tkesy_,2023-05-21 18:01:29+00:00,:red_heart:️,0.0
212,gloria.egorova,2023-05-21 15:57:08+00:00,favourite flowers :broken_heart::broken_heart:,0.0
212,stylemesoftly_,2023-05-21 13:50:21+00:00,:red_heart:️:red_heart:️:red_heart:️,0.0
212,blondezvous,2023-05-21 11:27:01+00:00,In love :orange_heart::sun:️,0.0
213,lea_spinella,2023-05-13 17:00:29+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
213,ruxx_marie,2023-05-10 20:05:30+00:00,:red_heart:️,0.0
213,flavia.ippoliti,2023-05-10 18:53:09+00:00,So beautiful :white_heart::white_heart::white_heart:,0.0
213,svan.victor,2023-05-10 17:29:21+00:00,:wine_glass:,0.0
213,livbowsky,2023-05-10 13:23:31+00:00,Just love your style :fire:,0.0
213,davisun.bochra4,2023-05-10 12:25:15+00:00,Check your DM please! :red_heart:️,0.0
213,_nelcik_,2023-05-13 08:59:29+00:00,@matildadjerf I need these jeans,0.0
214,diegooceanfive,2023-05-21 09:15:12+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
214,purposefull.podcast,2023-05-05 06:00:55+00:00,Totally adorable :brown_heart:,0.0
214,shopbebinca,2023-05-05 04:27:35+00:00,Absolutely cute :brown_heart:,0.0
214,allofalexandra,2023-05-04 17:08:46+00:00,:loudly_crying_face::loudly_crying_face::loudly_crying_face: kobe....,0.0
214,elizabeth_mcshay_33,2023-05-04 15:47:04+00:00,What are you eating? Strawberries and cream?,0.0
214,wiep_boers,2023-05-04 11:24:03+00:00,🥹🥹,0.0
214,diariesofagirlabroad,2023-05-04 10:27:32+00:00,doggggg :smiling_face_with_heart-eyes:,0.0
216,victorginesmunoz,2023-05-22 16:22:12+00:00,4 es muy buena foto,0.0
216,samleeuwis,2023-05-22 10:41:13+00:00,:smiling_face_with_heart-eyes:,0.0
216,julia_israel_,2023-05-22 08:30:31+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
216,katawii,2023-05-21 20:11:31+00:00,Stunning :sparkles:,0.0
216,92thestudio,2023-05-21 14:40:26+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
216,thiaagoalb_,2023-05-21 14:26:17+00:00,no_comment,0.0
216,darichini_,2023-05-21 12:33:44+00:00,Gorgeous :black_heart::black_heart:,0.0
216,thefashionfraction,2023-05-21 11:06:25+00:00,wowowwww:smiling_face_with_heart-eyes:,0.0
216,valeriyadayneko,2023-05-21 10:29:29+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
216,tonyamazzeo,2023-05-21 05:39:45+00:00,Adorable :brown_heart:,1.0
217,limex.indalesio,2023-06-02 05:37:32+00:00,:hibiscus:,0.0
217,andry_rasol,2023-05-20 14:05:55+00:00,:France::France::France: @matildadjerf French Kiss :kiss_mark::kiss_mark::kiss_mark:,0.0
217,kaylee_.madison,2023-05-17 13:58:13+00:00,Love you Matildaaaa,0.0
217,sevdie_ahmeti,2023-05-17 00:13:24+00:00,Georgeus:red_heart:️:fire:,0.0
217,titelarocena,2023-05-15 03:01:27+00:00,Love U :beating_heart:,0.0
217,topamazing_women,2023-05-11 17:43:07+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
217,dapriince__7,2023-05-09 03:22:29+00:00,:rose:,0.0
217,chelseathrift_,2023-05-07 00:07:33+00:00,:yellow_heart::yellow_heart::yellow_heart::yellow_heart: I know you’ll never see my messages but would love to send you my best vintage pieces!,0.0
217,miettaleisure,2023-05-06 11:51:29+00:00,:cherry_blossom::cherry_blossom::cherry_blossom:,0.0
217,stylemotive_,2023-05-05 06:33:23+00:00,:fire::fire::fire::fire:,0.0
218,sandraromero,2023-05-19 21:09:53+00:00,Cute!!,0.0
218,nadsnotnice,2023-05-18 23:21:15+00:00,Where is this shirt from! So cute :smiling_face_with_heart-eyes:,1.0
218,akuavi_,2023-05-18 17:42:57+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
218,kate.privalova,2023-05-18 15:24:11+00:00,I love the light in this elevator :smiling_face_with_heart-eyes::face_with_tears_of_joy:,0.0
218,silje.alice,2023-05-18 12:09:58+00:00,This shirt!:smiling_face_with_heart-eyes:,0.0
218,archive.thelabel,2023-05-18 10:21:50+00:00,A slay :black_heart:,0.0
218,whatyoustyling_,2023-05-17 20:22:08+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
218,mariaalauritzen,2023-05-17 14:55:27+00:00,:fire::fire::fire:,0.0
218,bencercio,2023-05-17 13:19:34+00:00,:red_heart:️:red_heart:️,0.0
218,surowkaa,2023-05-17 13:01:41+00:00,So simple yet so cool:smiling_face_with_heart-eyes:,1.0
219,thegreenesthue,2023-05-23 19:43:56+00:00,Hi what camera do you use?,0.0
219,matildadjerfangel,2023-05-18 12:03:52+00:00,A dreammm,0.0
219,serina.herikstad,2023-05-11 19:14:07+00:00,I NEED that dress on the last pics!!,0.0
219,topamazing_women,2023-05-11 17:43:21+00:00,:fire::fire::fire:,0.0
219,aleidadersim,2023-05-11 15:32:28+00:00,Omggg I want the green set :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
219,amandaljung_,2023-05-04 20:09:36+00:00,"Klänningen, perfektion 🥹 NÄR kommer denna?? :butterfly:",0.0
219,bylundin,2023-05-01 18:37:38+00:00,Du är SÅ fin!!,0.0
219,ameliajennifermiller,2023-05-01 16:32:35+00:00,:clapping_hands:,0.0
219,aiko.lou,2023-05-01 16:15:54+00:00,Where is the silk dress from :smiling_face_with_heart-eyes:,0.0
219,etoile_luxury_vintage,2023-05-01 16:01:55+00:00,These pics 🫶:medium-light_skin_tone:🫶:medium-light_skin_tone:🫶:medium-light_skin_tone::sparkles::sparkles:,0.0
220,boxingtrainer2023,2023-05-05 19:08:34+00:00,:red_heart:️:red_heart:️:red_heart:️,0.0
220,cece_ziii,2023-05-01 16:33:29+00:00,I have to get me those shoes :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::fire:,0.0
220,mailysmd,2023-04-30 12:16:11+00:00,Absolutely stunning jeans!!!!,0.0
220,tuuliinalahdensuo,2023-04-30 08:16:05+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
220,itsashleerae,2023-04-30 04:35:21+00:00,the shoes!!,0.0
220,agnesnaurkiss,2023-04-29 12:24:39+00:00,:brown_heart::brown_heart::brown_heart:,0.0
220,chrissyovergoor,2023-04-29 11:40:25+00:00,these were ur inside shoes right???? hahahah,1.0
220,linamanelius,2023-04-29 11:05:51+00:00,shoes from???,0.0
220,jenniferxdom,2023-04-29 03:37:08+00:00,:smiling_face_with_heart-eyes::two_hearts:,0.0
221,vincenzo.piccolo.1238,2023-06-06 16:18:55+00:00,Sei stupenda tesoro,0.0
221,pirorangzebshah,2023-06-06 10:41:47+00:00,Ove you onley u:red_heart:️:red_heart:️:fire::fire::fire:,0.0
221,thegangstarsboss,2023-06-06 10:30:23+00:00,no_comment,0.0
221,gigliotigrato777,2023-06-05 06:22:08+00:00,Si ma.. dove sono i capezzoli ero venuta apposta,0.0
221,navadiogo,2023-06-03 21:54:02+00:00,"@chiaraferragni I needed to use the eye drops, my eyes were sensitive to its beauty. In my house there are several flowers, but none of them can be compared to its beauty:smiling_face_with_heart-eyes::red_heart:",0.0
222,jk_1331,2023-05-28 00:09:59+00:00,where are the white pumps from?,0.0
222,babyjji__,2023-05-16 01:42:27+00:00,Whats your size in the tube dress? I’m literally 162cm your height and ordered the pink skirt in S a little big on me but xs would’ve been a little tight :smiling_face_with_tear: big fan of you :butterfly:,0.0
222,hayley_jade_lillian,2023-05-13 10:21:30+00:00,@ayshalong_ this is your hair vibes girl,0.0
222,dapriince__7,2023-05-09 03:19:54+00:00,:weary_face::smiling_face_with_heart-eyes:,0.0
222,miettaleisure,2023-05-08 07:18:41+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
222,hannamietz,2023-05-04 15:34:23+00:00,Uuuhhh sooo in love with all these pieces 🩷🪽:sparkles::cherry_blossom:,0.0
222,palazzo3504,2023-05-02 17:38:46+00:00,:red_heart:️:smiling_face_with_heart-eyes:,0.0
222,ruxx_marie,2023-04-29 17:01:32+00:00,:red_heart:️,0.0
222,skeleton.heart,2023-04-29 09:17:44+00:00,BUSINESSS WOMANNNNNN!!!!!,0.0
223,juliojoseguerra,2023-06-06 18:43:36+00:00,Pretty eyes chiara,0.0
223,luizcarlosferreira289,2023-06-06 15:15:52+00:00,quel viso d'angelo splendente guarda una bella bocca sensuale ma tu:raising_hands:,0.0
223,m7p0manpreet,2023-06-06 14:22:52+00:00,Amazing,0.0
223,guadalupi.mario,2023-06-06 13:04:23+00:00,spettacolo meraviglioso :red_heart:️,0.0
223,luisffonsecaalfaro,2023-06-06 12:06:09+00:00,Que hermosa eres amor,0.0
223,khldhmdbwnsyr,2023-06-06 11:19:54+00:00,:fire::fire::fire::fire::fire:,0.0
223,khldhmdbwnsyr,2023-06-06 11:19:50+00:00,:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️,0.0
223,sedy_toue,2023-06-06 10:22:29+00:00,:red_heart:️,0.0
223,curtis_davis16,2023-06-06 10:07:56+00:00,Adorable :smiling_face_with_hearts:,0.0
224,jwmas._,2023-06-06 17:46:56+00:00,Straordinaria bambina:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️un genio:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️,0.0
224,reshamsingh9548,2023-06-06 16:04:16+00:00,:rose::telephone_receiver::beating_heart:,0.0
224,hanikhan2907,2023-06-06 15:46:33+00:00,Good looking,0.0
224,kanhaiya_jamadary,2023-06-06 15:14:29+00:00,कहां से हो,0.0
224,rickvega48,2023-06-06 10:53:30+00:00,I see from your pictures and videos how happy your children are and how terrific a mom you are. You are a very productive person,0.0
224,silcler72,2023-06-06 02:50:54+00:00,:red_heart:️,0.0
224,dianaeuaggelia,2023-06-04 15:27:17+00:00,:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️,0.0
224,marinaa_russo,2023-06-03 10:42:49+00:00,Che bella torta :drooling_face:,0.0
225,hanikhan2907,2023-06-06 15:46:52+00:00,Nice pic,0.0
225,luizcarlosferreira289,2023-06-06 15:17:19+00:00,buonissimo buono ma:face_with_open_mouth::face_with_open_mouth::face_with_open_mouth:,0.0
225,saw713,2023-06-06 10:42:46+00:00,Hii,0.0
225,royallionparfum,2023-06-06 05:41:17+00:00,:red_heart:️,0.0
225,boguslawbialk,2023-06-03 20:41:35+00:00,familia Chiara sobota nad jeziorem Como jedzonko usmiechy zabawa super milego weekendu zycze :red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
226,hanikhan2907,2023-06-06 15:47:22+00:00,Beautiful soo saw it,0.0
226,shyamjipanwar,2023-06-06 10:43:03+00:00,Beautiful Angel's:smiling_face_with_heart-eyes:,0.0
226,rub3n.rin4ldi,2023-06-04 12:10:41+00:00,"Ma come fai ad essere il riferimento della moda se ti vesti malissimo ma male male , inguardabile",0.0
226,naelelg,2023-06-03 20:09:00+00:00,:face_vomiting::face_vomiting:,0.0
226,luvvamiiii4life,2023-06-03 20:06:52+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0
227,mirtillatreb,2023-06-06 13:21:55+00:00,Bellissima come sempre d'altronde :red_heart:️:red_heart:️:red_heart:️,0.0
227,rubygram993,2023-06-04 21:14:47+00:00,Guarda qua che sei bella. Guarda come ti fa giustizia questo outfit!!! :smiling_face_with_heart-eyes::red_heart:️,0.0
227,angelobramanti,2023-06-04 07:07:31+00:00,Sembra una zoccola,0.0
227,jaclynevestyle,2023-06-04 04:16:38+00:00,:heart_on_fire::fleur-de-lis:️,0.0
227,alirezazare1080,2023-06-03 20:25:00+00:00,:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️,0.0
227,sonoladybug,2023-06-03 10:38:22+00:00,Per andare nel adriatica va benissimo,0.0
228,imsheilagoncalves,2023-05-26 23:24:37+00:00,:blue_heart::blue_heart::blue_heart:,1.0
229,b.suyane,2023-05-23 01:09:08+00:00,tudo p mim! :pinching_hand_medium_skin_tone::red_heart:️,1.0
229,imsheilagoncalves,2023-05-22 21:30:31+00:00,eu sou fã dessa marca :red_heart:️,1.0
229,lebarrochello,2023-05-22 01:37:18+00:00,TU-DO,1.0
229,euluizaue,2023-05-22 01:14:18+00:00,essa musa,1.0
230,fashion.models.inspiration.tb,2023-06-06 17:42:06+00:00,wooooooooow,0.0
230,kunalmandal199712,2023-06-06 10:46:03+00:00,So hot sexy figure baby  but a married women,0.0
230,terzilotfi,2023-06-06 09:58:11+00:00,🖑:kissing_face_with_closed_eyes::kissing_face_with_closed_eyes::tulip::tulip::revolving_hearts::revolving_hearts:k.1g,0.0
230,naelelg,2023-06-03 20:09:52+00:00,Que vulgar…. Y que esto sea ejemplo para alguien :face_screaming_in_fear:,0.0
230,loredana_tuon,2023-06-03 13:54:09+00:00,:smiling_face_with_heart-eyes:,0.0
230,elvir7831,2023-06-02 21:06:28+00:00,:fire::fire::fire:,0.0
230,kutufitta,2023-06-01 21:08:17+00:00,:red_heart:️:fire::red_heart:️:fire::red_heart:️:fire::red_heart:️:hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points:,0.0
