post_id,commentUser,timestamp,polarity,sentiment,keywords_posts,interaction_sequence,description,color,category,style,occasion,keywords
122,vert.tanya,2023-05-16 18:21:54+00:00,-0.0167,neutral,"['forbes', 'brazil', 'night', 'sparkles', 'no_hashtag']","[{'post_id': 122, 'timestamp': Timestamp('2023-05-16 18:21:54+0000', tz='UTC'), 'polarity': -0.0167}]",,,,,,
122,gusarova_d,2023-05-17 01:46:36+00:00,0.728,positive,"['forbes', 'brazil', 'night', 'sparkles', 'no_hashtag']","[{'post_id': 122, 'timestamp': Timestamp('2023-05-17 01:46:36+0000', tz='UTC'), 'polarity': 0.728}]",,,,,,
122,aleishakova,2023-05-16 18:24:17+00:00,0.3792,positive,"['forbes', 'brazil', 'night', 'sparkles', 'no_hashtag']","[{'post_id': 122, 'timestamp': Timestamp('2023-05-16 18:24:17+0000', tz='UTC'), 'polarity': 0.3792}]",,,,,,
122,fela_montparnasse_felappi,2023-05-17 08:20:47+00:00,0.018,neutral,"['forbes', 'brazil', 'night', 'sparkles', 'no_hashtag']","[{'post_id': 124, 'timestamp': Timestamp('2023-05-11 18:00:27+0000', tz='UTC'), 'polarity': 0.7414}, {'post_id': 122, 'timestamp': Timestamp('2023-05-17 08:20:47+0000', tz='UTC'), 'polarity': 0.018}, {'post_id': 111, 'timestamp': Timestamp('2023-05-19 11:14:41+0000', tz='UTC'), 'polarity': -0.2165}, {'post_id': 7, 'timestamp': Timestamp('2023-05-22 22:45:21+0000', tz='UTC'), 'polarity': 0.5739}]",,,,,,
122,ameeesh.p,2023-05-17 16:51:45+00:00,-0.1997,neutral,"['forbes', 'brazil', 'night', 'sparkles', 'no_hashtag']","[{'post_id': 122, 'timestamp': Timestamp('2023-05-17 16:51:45+0000', tz='UTC'), 'polarity': -0.1997}]",,,,,,
122,iulloza,2023-05-16 18:23:31+00:00,0.8377,positive,"['forbes', 'brazil', 'night', 'sparkles', 'no_hashtag']","[{'post_id': 122, 'timestamp': Timestamp('2023-05-16 18:23:31+0000', tz='UTC'), 'polarity': 0.8377}]",,,,,,
122,kapovaalena,2023-05-16 19:21:15+00:00,-0.0009,neutral,"['forbes', 'brazil', 'night', 'sparkles', 'no_hashtag']","[{'post_id': 122, 'timestamp': Timestamp('2023-05-16 19:21:15+0000', tz='UTC'), 'polarity': -0.0009}]",,,,,,
122,anisvlasova,2023-05-16 18:26:18+00:00,0.0519,neutral,"['forbes', 'brazil', 'night', 'sparkles', 'no_hashtag']","[{'post_id': 122, 'timestamp': Timestamp('2023-05-16 18:26:18+0000', tz='UTC'), 'polarity': 0.0519}]",,,,,,
124,realjosimarveroni,2023-05-13 17:42:26+00:00,0.0205,neutral,"['fendi', 'marc', 'jacobs', 'marcjacobsxfendi', 'camera']","[{'post_id': 124, 'timestamp': Timestamp('2023-05-13 17:42:26+0000', tz='UTC'), 'polarity': 0.0205}]",a bag is a bag that is used to carry a bag or other item of clothing,,"bag, hat",casual,casual outing,"bag, hat, casual, casual-outing"
124,lovemudnik,2023-05-11 16:48:54+00:00,-0.1308,neutral,"['fendi', 'marc', 'jacobs', 'marcjacobsxfendi', 'camera']","[{'post_id': 126, 'timestamp': Timestamp('2023-05-05 12:36:40+0000', tz='UTC'), 'polarity': -0.0719}, {'post_id': 124, 'timestamp': Timestamp('2023-05-11 16:48:54+0000', tz='UTC'), 'polarity': -0.1308}]",a bag is a bag that is used to carry a bag or other item of clothing,,"bag, hat",casual,casual outing,"bag, hat, casual, casual-outing"
124,stylesprinter,2023-05-20 21:54:28+00:00,-0.0665,neutral,"['fendi', 'marc', 'jacobs', 'marcjacobsxfendi', 'camera']","[{'post_id': 124, 'timestamp': Timestamp('2023-05-20 21:54:25+0000', tz='UTC'), 'polarity': -0.1555}, {'post_id': 124, 'timestamp': Timestamp('2023-05-20 21:54:28+0000', tz='UTC'), 'polarity': -0.0665}, {'post_id': 3, 'timestamp': Timestamp('2023-06-03 01:45:35+0000', tz='UTC'), 'polarity': 0.9756}, {'post_id': 11, 'timestamp': Timestamp('2023-06-03 01:45:57+0000', tz='UTC'), 'polarity': 0.0806}]",a bag is a bag that is used to carry a bag or other item of clothing,,"bag, hat",casual,casual outing,"bag, hat, casual, casual-outing"
124,sancho_2599,2023-05-13 07:55:09+00:00,-0.0917,neutral,"['fendi', 'marc', 'jacobs', 'marcjacobsxfendi', 'camera']","[{'post_id': 130, 'timestamp': Timestamp('2023-05-05 12:16:13+0000', tz='UTC'), 'polarity': 0.8857}, {'post_id': 124, 'timestamp': Timestamp('2023-05-13 07:55:09+0000', tz='UTC'), 'polarity': -0.0917}]",a bag is a bag that is used to carry a bag or other item of clothing,,"bag, hat",casual,casual outing,"bag, hat, casual, casual-outing"
124,roaraujopnn,2023-05-12 21:30:06+00:00,0.2019,neutral,"['fendi', 'marc', 'jacobs', 'marcjacobsxfendi', 'camera']","[{'post_id': 124, 'timestamp': Timestamp('2023-05-12 21:30:06+0000', tz='UTC'), 'polarity': 0.2019}]",a bag is a bag that is used to carry a bag or other item of clothing,,"bag, hat",casual,casual outing,"bag, hat, casual, casual-outing"
124,fela_montparnasse_felappi,2023-05-11 18:00:27+00:00,0.7414,positive,"['fendi', 'marc', 'jacobs', 'marcjacobsxfendi', 'camera']","[{'post_id': 124, 'timestamp': Timestamp('2023-05-11 18:00:27+0000', tz='UTC'), 'polarity': 0.7414}, {'post_id': 122, 'timestamp': Timestamp('2023-05-17 08:20:47+0000', tz='UTC'), 'polarity': 0.018}, {'post_id': 111, 'timestamp': Timestamp('2023-05-19 11:14:41+0000', tz='UTC'), 'polarity': -0.2165}, {'post_id': 7, 'timestamp': Timestamp('2023-05-22 22:45:21+0000', tz='UTC'), 'polarity': 0.5739}]",a bag is a bag that is used to carry a bag or other item of clothing,,"bag, hat",casual,casual outing,"bag, hat, casual, casual-outing"
124,nader23moghadam1,2023-05-11 20:34:34+00:00,0.1804,neutral,"['fendi', 'marc', 'jacobs', 'marcjacobsxfendi', 'camera']","[{'post_id': 124, 'timestamp': Timestamp('2023-05-11 20:34:34+0000', tz='UTC'), 'polarity': 0.1804}]",a bag is a bag that is used to carry a bag or other item of clothing,,"bag, hat",casual,casual outing,"bag, hat, casual, casual-outing"
124,dermae,2023-05-12 11:44:40+00:00,0.9821,positive,"['fendi', 'marc', 'jacobs', 'marcjacobsxfendi', 'camera']","[{'post_id': 124, 'timestamp': Timestamp('2023-05-12 11:44:40+0000', tz='UTC'), 'polarity': 0.9821}]",a bag is a bag that is used to carry a bag or other item of clothing,,"bag, hat",casual,casual outing,"bag, hat, casual, casual-outing"
124,rebeccalaurey,2023-05-13 18:07:13+00:00,0.4976,positive,"['fendi', 'marc', 'jacobs', 'marcjacobsxfendi', 'camera']","[{'post_id': 124, 'timestamp': Timestamp('2023-05-13 18:07:13+0000', tz='UTC'), 'polarity': 0.4976}]",a bag is a bag that is used to carry a bag or other item of clothing,,"bag, hat",casual,casual outing,"bag, hat, casual, casual-outing"
124,stylesprinter,2023-05-20 21:54:25+00:00,-0.1555,neutral,"['fendi', 'marc', 'jacobs', 'marcjacobsxfendi', 'camera']","[{'post_id': 124, 'timestamp': Timestamp('2023-05-20 21:54:25+0000', tz='UTC'), 'polarity': -0.1555}, {'post_id': 124, 'timestamp': Timestamp('2023-05-20 21:54:28+0000', tz='UTC'), 'polarity': -0.0665}, {'post_id': 3, 'timestamp': Timestamp('2023-06-03 01:45:35+0000', tz='UTC'), 'polarity': 0.9756}, {'post_id': 11, 'timestamp': Timestamp('2023-06-03 01:45:57+0000', tz='UTC'), 'polarity': 0.0806}]",a bag is a bag that is used to carry a bag or other item of clothing,,"bag, hat",casual,casual outing,"bag, hat, casual, casual-outing"
125,collective.agencyla,2023-05-01 20:01:58+00:00,0.8614,positive,"['first', 'glass', 'rossini', 'sign', 'summer', 'sunglasses']","[{'post_id': 125, 'timestamp': Timestamp('2023-05-01 20:01:58+0000', tz='UTC'), 'polarity': 0.8614}]",a white dress with a white belt and a white belt,white,"dress, belt",elegant,party,"white, dress, belt, elegant, party"
125,anya.ryabkova_,2023-05-09 15:45:34+00:00,-0.0665,neutral,"['first', 'glass', 'rossini', 'sign', 'summer', 'sunglasses']","[{'post_id': 125, 'timestamp': Timestamp('2023-05-09 15:45:34+0000', tz='UTC'), 'polarity': -0.0665}]",a white dress with a white belt and a white belt,white,"dress, belt",elegant,party,"white, dress, belt, elegant, party"
125,hannahmariemcg,2023-04-30 18:43:33+00:00,0.9907,positive,"['first', 'glass', 'rossini', 'sign', 'summer', 'sunglasses']","[{'post_id': 125, 'timestamp': Timestamp('2023-04-30 18:43:33+0000', tz='UTC'), 'polarity': 0.9907}]",a white dress with a white belt and a white belt,white,"dress, belt",elegant,party,"white, dress, belt, elegant, party"
125,odiemebo,2023-04-29 16:48:08+00:00,0.3098,neutral,"['first', 'glass', 'rossini', 'sign', 'summer', 'sunglasses']","[{'post_id': 125, 'timestamp': Timestamp('2023-04-29 16:48:08+0000', tz='UTC'), 'polarity': 0.3098}, {'post_id': 125, 'timestamp': Timestamp('2023-04-29 16:53:41+0000', tz='UTC'), 'polarity': 0.9652}, {'post_id': 126, 'timestamp': Timestamp('2023-05-05 03:32:51+0000', tz='UTC'), 'polarity': 0.4947}]",a white dress with a white belt and a white belt,white,"dress, belt",elegant,party,"white, dress, belt, elegant, party"
125,odiemebo,2023-04-29 16:53:41+00:00,0.9652,positive,"['first', 'glass', 'rossini', 'sign', 'summer', 'sunglasses']","[{'post_id': 125, 'timestamp': Timestamp('2023-04-29 16:48:08+0000', tz='UTC'), 'polarity': 0.3098}, {'post_id': 125, 'timestamp': Timestamp('2023-04-29 16:53:41+0000', tz='UTC'), 'polarity': 0.9652}, {'post_id': 126, 'timestamp': Timestamp('2023-05-05 03:32:51+0000', tz='UTC'), 'polarity': 0.4947}]",a white dress with a white belt and a white belt,white,"dress, belt",elegant,party,"white, dress, belt, elegant, party"
125,vrajavali,2023-04-30 04:38:59+00:00,-0.1522,neutral,"['first', 'glass', 'rossini', 'sign', 'summer', 'sunglasses']","[{'post_id': 125, 'timestamp': Timestamp('2023-04-30 04:38:59+0000', tz='UTC'), 'polarity': -0.1522}]",a white dress with a white belt and a white belt,white,"dress, belt",elegant,party,"white, dress, belt, elegant, party"
125,tar_heleno,2023-05-06 05:13:07+00:00,0.4693,neutral,"['first', 'glass', 'rossini', 'sign', 'summer', 'sunglasses']","[{'post_id': 125, 'timestamp': Timestamp('2023-05-06 05:13:07+0000', tz='UTC'), 'polarity': 0.4693}]",a white dress with a white belt and a white belt,white,"dress, belt",elegant,party,"white, dress, belt, elegant, party"
125,ninasuess,2023-04-29 19:41:06+00:00,0.9838,positive,"['first', 'glass', 'rossini', 'sign', 'summer', 'sunglasses']","[{'post_id': 125, 'timestamp': Timestamp('2023-04-29 19:41:06+0000', tz='UTC'), 'polarity': 0.9838}]",a white dress with a white belt and a white belt,white,"dress, belt",elegant,party,"white, dress, belt, elegant, party"
125,aitajva,2023-04-29 17:18:20+00:00,0.7867,positive,"['first', 'glass', 'rossini', 'sign', 'summer', 'sunglasses']","[{'post_id': 125, 'timestamp': Timestamp('2023-04-29 17:18:20+0000', tz='UTC'), 'polarity': 0.7867}, {'post_id': 46, 'timestamp': Timestamp('2023-06-06 18:27:58+0000', tz='UTC'), 'polarity': 0.7867}]",a white dress with a white belt and a white belt,white,"dress, belt",elegant,party,"white, dress, belt, elegant, party"
125,dalainatasha,2023-04-30 06:23:56+00:00,0.8402,positive,"['first', 'glass', 'rossini', 'sign', 'summer', 'sunglasses']","[{'post_id': 125, 'timestamp': Timestamp('2023-04-30 06:23:56+0000', tz='UTC'), 'polarity': 0.8402}]",a white dress with a white belt and a white belt,white,"dress, belt",elegant,party,"white, dress, belt, elegant, party"
126,_by.arabella._,2023-05-05 17:38:02+00:00,0.7661,positive,"['gala', 'met', 'night', 'honoring', 'one']","[{'post_id': 126, 'timestamp': Timestamp('2023-05-05 17:38:02+0000', tz='UTC'), 'polarity': 0.7661}]",a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
126,dia_na_yoo,2023-05-05 07:55:36+00:00,0.9861,positive,"['gala', 'met', 'night', 'honoring', 'one']","[{'post_id': 126, 'timestamp': Timestamp('2023-05-05 07:55:36+0000', tz='UTC'), 'polarity': 0.9861}]",a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
126,angy_seong,2023-05-05 07:53:01+00:00,0.9869,positive,"['gala', 'met', 'night', 'honoring', 'one']","[{'post_id': 126, 'timestamp': Timestamp('2023-05-05 07:53:01+0000', tz='UTC'), 'polarity': 0.9869}]",a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
126,scoutthecity,2023-05-05 18:57:23+00:00,0.9373,positive,"['gala', 'met', 'night', 'honoring', 'one']","[{'post_id': 126, 'timestamp': Timestamp('2023-05-05 18:57:23+0000', tz='UTC'), 'polarity': 0.9373}]",a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
126,adn_f,2023-05-05 07:13:07+00:00,0.2744,neutral,"['gala', 'met', 'night', 'honoring', 'one']","[{'post_id': 126, 'timestamp': Timestamp('2023-05-05 07:13:07+0000', tz='UTC'), 'polarity': 0.2744}]",a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
126,odiemebo,2023-05-05 03:32:51+00:00,0.4947,positive,"['gala', 'met', 'night', 'honoring', 'one']","[{'post_id': 125, 'timestamp': Timestamp('2023-04-29 16:48:08+0000', tz='UTC'), 'polarity': 0.3098}, {'post_id': 125, 'timestamp': Timestamp('2023-04-29 16:53:41+0000', tz='UTC'), 'polarity': 0.9652}, {'post_id': 126, 'timestamp': Timestamp('2023-05-05 03:32:51+0000', tz='UTC'), 'polarity': 0.4947}]",a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
126,lazarina.official,2023-05-06 03:49:57+00:00,0.7074,positive,"['gala', 'met', 'night', 'honoring', 'one']","[{'post_id': 126, 'timestamp': Timestamp('2023-05-06 03:49:57+0000', tz='UTC'), 'polarity': 0.7074}]",a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
126,doses_of_trend,2023-05-22 15:18:52+00:00,0.9223,positive,"['gala', 'met', 'night', 'honoring', 'one']","[{'post_id': 126, 'timestamp': Timestamp('2023-05-22 15:18:52+0000', tz='UTC'), 'polarity': 0.9223}]",a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
126,muscloset,2023-05-07 02:00:32+00:00,0.7661,positive,"['gala', 'met', 'night', 'honoring', 'one']","[{'post_id': 126, 'timestamp': Timestamp('2023-05-07 02:00:32+0000', tz='UTC'), 'polarity': 0.7661}]",a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
126,lovemudnik,2023-05-05 12:36:40+00:00,-0.0719,neutral,"['gala', 'met', 'night', 'honoring', 'one']","[{'post_id': 126, 'timestamp': Timestamp('2023-05-05 12:36:40+0000', tz='UTC'), 'polarity': -0.0719}, {'post_id': 124, 'timestamp': Timestamp('2023-05-11 16:48:54+0000', tz='UTC'), 'polarity': -0.1308}]",a dress is a dress that is worn by a woman,,"dress, hat",elegant,party,"dress, hat, elegant, party"
129,akuavi_,2023-05-28 06:17:21+00:00,0.9787,positive,"['show', 'annonce', 'last', 'night', 'way', 'isola']","[{'post_id': 218, 'timestamp': Timestamp('2023-05-18 17:42:57+0000', tz='UTC'), 'polarity': 0.7074}, {'post_id': 129, 'timestamp': Timestamp('2023-05-28 06:17:21+0000', tz='UTC'), 'polarity': 0.9787}]",,,,,,
129,ma_belle_bonnie,2023-05-26 22:14:00+00:00,0.8263,positive,"['show', 'annonce', 'last', 'night', 'way', 'isola']","[{'post_id': 129, 'timestamp': Timestamp('2023-05-26 22:14:00+0000', tz='UTC'), 'polarity': 0.8263}, {'post_id': 88, 'timestamp': Timestamp('2023-05-27 21:44:11+0000', tz='UTC'), 'polarity': -0.0872}]",,,,,,
129,sosiina,2023-05-26 11:49:36+00:00,0.7909,positive,"['show', 'annonce', 'last', 'night', 'way', 'isola']","[{'post_id': 129, 'timestamp': Timestamp('2023-05-26 11:49:36+0000', tz='UTC'), 'polarity': 0.7909}]",,,,,,
129,erinoffduty,2023-06-04 20:36:12+00:00,-0.0321,neutral,"['show', 'annonce', 'last', 'night', 'way', 'isola']","[{'post_id': 336, 'timestamp': Timestamp('2022-10-31 08:24:07+0000', tz='UTC'), 'polarity': 0.7867}, {'post_id': 305, 'timestamp': Timestamp('2022-12-01 09:49:23+0000', tz='UTC'), 'polarity': 0.728}, {'post_id': 196, 'timestamp': Timestamp('2023-02-22 15:45:52+0000', tz='UTC'), 'polarity': 0.1146}, {'post_id': 129, 'timestamp': Timestamp('2023-06-04 20:36:12+0000', tz='UTC'), 'polarity': -0.0321}]",,,,,,
129,silje.alice,2023-05-26 15:41:37+00:00,0.0278,neutral,"['show', 'annonce', 'last', 'night', 'way', 'isola']","[{'post_id': 267, 'timestamp': Timestamp('2023-04-14 16:11:43+0000', tz='UTC'), 'polarity': -0.0993}, {'post_id': 258, 'timestamp': Timestamp('2023-04-21 19:35:53+0000', tz='UTC'), 'polarity': 0.8991}, {'post_id': 207, 'timestamp': Timestamp('2023-05-08 14:29:07+0000', tz='UTC'), 'polarity': 0.7832}, {'post_id': 183, 'timestamp': Timestamp('2023-05-15 16:30:57+0000', tz='UTC'), 'polarity': 0.6249}, {'post_id': 218, 'timestamp': Timestamp('2023-05-18 12:09:58+0000', tz='UTC'), 'polarity': 0.8249}, {'post_id': 135, 'timestamp': Timestamp('2023-05-23 16:54:42+0000', tz='UTC'), 'polarity': 0.5304}, {'post_id': 134, 'timestamp': Timestamp('2023-05-24 13:45:02+0000', tz='UTC'), 'polarity': 0.9878}, {'post_id': 91, 'timestamp': Timestamp('2023-05-26 15:34:43+0000', tz='UTC'), 'polarity': 0.4976}, {'post_id': 129, 'timestamp': Timestamp('2023-05-26 15:41:37+0000', tz='UTC'), 'polarity': 0.0278}, {'post_id': 84, 'timestamp': Timestamp('2023-05-27 16:47:28+0000', tz='UTC'), 'polarity': 0.0681}, {'post_id': 154, 'timestamp': Timestamp('2023-05-29 15:10:43+0000', tz='UTC'), 'polarity': 0.548}]",,,,,,
129,whatyoustyling_,2023-05-26 11:23:59+00:00,0.9521,positive,"['show', 'annonce', 'last', 'night', 'way', 'isola']","[{'post_id': 218, 'timestamp': Timestamp('2023-05-17 20:22:08+0000', tz='UTC'), 'polarity': 0.7867}, {'post_id': 129, 'timestamp': Timestamp('2023-05-26 11:23:59+0000', tz='UTC'), 'polarity': 0.9521}]",,,,,,
129,alemarullo,2023-05-26 18:11:45+00:00,0.942,positive,"['show', 'annonce', 'last', 'night', 'way', 'isola']","[{'post_id': 84, 'timestamp': Timestamp('2023-05-26 18:10:00+0000', tz='UTC'), 'polarity': 0.942}, {'post_id': 91, 'timestamp': Timestamp('2023-05-26 18:10:41+0000', tz='UTC'), 'polarity': 0.208}, {'post_id': 129, 'timestamp': Timestamp('2023-05-26 18:11:45+0000', tz='UTC'), 'polarity': 0.942}, {'post_id': 46, 'timestamp': Timestamp('2023-06-06 19:27:32+0000', tz='UTC'), 'polarity': 0.5274}]",,,,,,
129,misszandrastevens,2023-05-26 17:01:00+00:00,-0.0321,neutral,"['show', 'annonce', 'last', 'night', 'way', 'isola']","[{'post_id': 129, 'timestamp': Timestamp('2023-05-26 17:01:00+0000', tz='UTC'), 'polarity': -0.0321}]",,,,,,
129,amandagyllensparv,2023-05-27 08:10:38+00:00,0.7074,positive,"['show', 'annonce', 'last', 'night', 'way', 'isola']","[{'post_id': 129, 'timestamp': Timestamp('2023-05-27 08:10:38+0000', tz='UTC'), 'polarity': 0.7074}]",,,,,,
129,mahala2040,2023-05-27 07:10:50+00:00,0.9574,positive,"['show', 'annonce', 'last', 'night', 'way', 'isola']","[{'post_id': 129, 'timestamp': Timestamp('2023-05-27 07:10:50+0000', tz='UTC'), 'polarity': 0.9574}]",,,,,,
130,salta_biissova,2023-05-01 17:55:37+00:00,0.2749,neutral,"['didnt', 'think', 'italian', 'summer', 'start']","[{'post_id': 130, 'timestamp': Timestamp('2023-05-01 17:55:37+0000', tz='UTC'), 'polarity': 0.2749}]",a hat is a fashion accessory that can be worn with a dress or a top,,"dress, top, hat",elegant,party,"dress, top, hat, elegant, party"
130,kateleeparis,2023-05-01 14:55:51+00:00,0.1033,neutral,"['didnt', 'think', 'italian', 'summer', 'start']","[{'post_id': 130, 'timestamp': Timestamp('2023-05-01 14:55:38+0000', tz='UTC'), 'polarity': 0.1033}, {'post_id': 130, 'timestamp': Timestamp('2023-05-01 14:55:51+0000', tz='UTC'), 'polarity': 0.1033}]",a hat is a fashion accessory that can be worn with a dress or a top,,"dress, top, hat",elegant,party,"dress, top, hat, elegant, party"
130,xmy_preciousnessx,2023-05-06 05:28:18+00:00,0.1926,neutral,"['didnt', 'think', 'italian', 'summer', 'start']","[{'post_id': 130, 'timestamp': Timestamp('2023-05-06 05:28:18+0000', tz='UTC'), 'polarity': 0.1926}]",a hat is a fashion accessory that can be worn with a dress or a top,,"dress, top, hat",elegant,party,"dress, top, hat, elegant, party"
130,jane.vityaz,2023-04-30 02:27:54+00:00,0.764,positive,"['didnt', 'think', 'italian', 'summer', 'start']","[{'post_id': 130, 'timestamp': Timestamp('2023-04-30 02:27:54+0000', tz='UTC'), 'polarity': 0.764}]",a hat is a fashion accessory that can be worn with a dress or a top,,"dress, top, hat",elegant,party,"dress, top, hat, elegant, party"
130,kashtanovaliz,2023-04-30 02:28:12+00:00,0.0714,neutral,"['didnt', 'think', 'italian', 'summer', 'start']","[{'post_id': 130, 'timestamp': Timestamp('2023-04-30 02:28:12+0000', tz='UTC'), 'polarity': 0.0714}]",a hat is a fashion accessory that can be worn with a dress or a top,,"dress, top, hat",elegant,party,"dress, top, hat, elegant, party"
130,odin.stylish.me,2023-04-30 05:57:38+00:00,-0.0321,neutral,"['didnt', 'think', 'italian', 'summer', 'start']","[{'post_id': 130, 'timestamp': Timestamp('2023-04-30 05:57:38+0000', tz='UTC'), 'polarity': -0.0321}]",a hat is a fashion accessory that can be worn with a dress or a top,,"dress, top, hat",elegant,party,"dress, top, hat, elegant, party"
130,sancho_2599,2023-05-05 12:16:13+00:00,0.8857,positive,"['didnt', 'think', 'italian', 'summer', 'start']","[{'post_id': 130, 'timestamp': Timestamp('2023-05-05 12:16:13+0000', tz='UTC'), 'polarity': 0.8857}, {'post_id': 124, 'timestamp': Timestamp('2023-05-13 07:55:09+0000', tz='UTC'), 'polarity': -0.0917}]",a hat is a fashion accessory that can be worn with a dress or a top,,"dress, top, hat",elegant,party,"dress, top, hat, elegant, party"
130,kateleeparis,2023-05-01 14:55:38+00:00,0.1033,neutral,"['didnt', 'think', 'italian', 'summer', 'start']","[{'post_id': 130, 'timestamp': Timestamp('2023-05-01 14:55:38+0000', tz='UTC'), 'polarity': 0.1033}, {'post_id': 130, 'timestamp': Timestamp('2023-05-01 14:55:51+0000', tz='UTC'), 'polarity': 0.1033}]",a hat is a fashion accessory that can be worn with a dress or a top,,"dress, top, hat",elegant,party,"dress, top, hat, elegant, party"
130,mayabeachexperience,2023-04-30 08:54:23+00:00,0.1141,neutral,"['didnt', 'think', 'italian', 'summer', 'start']","[{'post_id': 130, 'timestamp': Timestamp('2023-04-30 08:54:23+0000', tz='UTC'), 'polarity': 0.1141}]",a hat is a fashion accessory that can be worn with a dress or a top,,"dress, top, hat",elegant,party,"dress, top, hat, elegant, party"
130,sydneyandavis,2023-05-01 06:52:09+00:00,0.1094,neutral,"['didnt', 'think', 'italian', 'summer', 'start']","[{'post_id': 130, 'timestamp': Timestamp('2023-05-01 06:52:09+0000', tz='UTC'), 'polarity': 0.1094}]",a hat is a fashion accessory that can be worn with a dress or a top,,"dress, top, hat",elegant,party,"dress, top, hat, elegant, party"
131,marhunt,2023-05-25 13:29:57+00:00,0.7193,positive,"['annonce', 'italian', 'espresso', 'lvcruise', 'lvcruise24']","[{'post_id': 131, 'timestamp': Timestamp('2023-05-25 13:29:57+0000', tz='UTC'), 'polarity': 0.7193}]",a white t-shirt with a black polka dot print,"white, black","t-shirt, shirt",casual,casual outing,"white, black, t-shirt, shirt, casual, casual-outing"
131,fashiontherhappy,2023-05-24 18:51:10+00:00,0.362,neutral,"['annonce', 'italian', 'espresso', 'lvcruise', 'lvcruise24']","[{'post_id': 131, 'timestamp': Timestamp('2023-05-24 18:51:10+0000', tz='UTC'), 'polarity': 0.362}, {'post_id': 269, 'timestamp': Timestamp('2023-05-24 18:58:47+0000', tz='UTC'), 'polarity': 0.7024}]",a white t-shirt with a black polka dot print,"white, black","t-shirt, shirt",casual,casual outing,"white, black, t-shirt, shirt, casual, casual-outing"
131,mm_lilly_,2023-05-27 09:32:46+00:00,0.1971,neutral,"['annonce', 'italian', 'espresso', 'lvcruise', 'lvcruise24']","[{'post_id': 131, 'timestamp': Timestamp('2023-05-27 09:32:46+0000', tz='UTC'), 'polarity': 0.1971}]",a white t-shirt with a black polka dot print,"white, black","t-shirt, shirt",casual,casual outing,"white, black, t-shirt, shirt, casual, casual-outing"
131,ruyapacali,2023-05-24 18:23:00+00:00,0.6951,positive,"['annonce', 'italian', 'espresso', 'lvcruise', 'lvcruise24']","[{'post_id': 131, 'timestamp': Timestamp('2023-05-24 18:23:00+0000', tz='UTC'), 'polarity': 0.6951}]",a white t-shirt with a black polka dot print,"white, black","t-shirt, shirt",casual,casual outing,"white, black, t-shirt, shirt, casual, casual-outing"
131,peeterscelien,2023-05-25 17:34:07+00:00,0.7302,positive,"['annonce', 'italian', 'espresso', 'lvcruise', 'lvcruise24']","[{'post_id': 131, 'timestamp': Timestamp('2023-05-25 17:34:07+0000', tz='UTC'), 'polarity': 0.7302}]",a white t-shirt with a black polka dot print,"white, black","t-shirt, shirt",casual,casual outing,"white, black, t-shirt, shirt, casual, casual-outing"
131,taralouisez,2023-05-26 14:03:57+00:00,0.7074,positive,"['annonce', 'italian', 'espresso', 'lvcruise', 'lvcruise24']","[{'post_id': 271, 'timestamp': Timestamp('2023-04-16 15:53:02+0000', tz='UTC'), 'polarity': 0.7074}, {'post_id': 131, 'timestamp': Timestamp('2023-05-26 14:03:57+0000', tz='UTC'), 'polarity': 0.7074}]",a white t-shirt with a black polka dot print,"white, black","t-shirt, shirt",casual,casual outing,"white, black, t-shirt, shirt, casual, casual-outing"
131,julia_israel_,2023-05-25 11:56:34+00:00,0.7867,positive,"['annonce', 'italian', 'espresso', 'lvcruise', 'lvcruise24']","[{'post_id': 216, 'timestamp': Timestamp('2023-05-22 08:30:31+0000', tz='UTC'), 'polarity': 0.7867}, {'post_id': 136, 'timestamp': Timestamp('2023-05-25 11:55:05+0000', tz='UTC'), 'polarity': 0.7867}, {'post_id': 131, 'timestamp': Timestamp('2023-05-25 11:56:34+0000', tz='UTC'), 'polarity': 0.7867}, {'post_id': 147, 'timestamp': Timestamp('2023-06-01 17:23:34+0000', tz='UTC'), 'polarity': 0.7867}]",a white t-shirt with a black polka dot print,"white, black","t-shirt, shirt",casual,casual outing,"white, black, t-shirt, shirt, casual, casual-outing"
