post_id,postUser,timestamp,likesCount,commentsCount,keywords_posts
234,eleonorabrunaccidivaio,2023-04-13 06:54:04+00:00,88711,339,"['colazione', 'piscina', 'goodmorning', 'maldives', 'amazing']"
235,eleonorabrunaccidivaio,2023-04-15 18:15:43+00:00,43816,165,"['continuando', 'scrivere', 'pagine', 'della', 'nostra']"
236,eleonorabrunaccidivaio,2023-04-11 17:56:14+00:00,96690,328,"['moments', 'like', 'familytime', 'preciuosmoments']"
237,davidgandy_official,2022-06-06 14:32:31+00:00,12272,115,"['honoured', 'taken', 'part', 'platinumjubilee', 'pageant']"
238,tinaabeysekara,2022-11-23 08:16:49+00:00,1115,58,"['dress', 'want', 'cool', 'course', 'daily', 'promos', 'shirt']"
239,lojafashioncloset,2023-05-08 02:02:47+00:00,1841,7,"['adidas', 'que', 'calça', 'jeans', 'fernando', 'com']"
240,chiaraferragni,2023-05-25 14:50:17+00:00,549404,1779,"['prince', 'no_hashtag']"
241,chiaraferragni,2023-05-25 13:01:44+00:00,340661,1649,"['show', 'went', 'cruise', 'isola', 'bella', 'collection']"
242,chiaraferragni,2023-05-24 09:31:12+00:00,536680,1973,"['officially', 'ready', 'summer', 'no_hashtag']"
243,chiaraferragni,2023-05-22 16:28:31+00:00,345163,637,"['first', 'pic', 'makes', 'happy', 'like']"
244,matildadjerf,2023-04-23 18:11:40+00:00,375308,451,"['two', 'besties', 'no_hashtag']"
245,chiaraferragni,2023-05-23 11:59:18+00:00,591572,1078,"['official', 'pictures', 'campaign', 'love', 'much']"
246,matildadjerf,2023-04-24 18:38:00+00:00,204225,345,['no_hashtag']
247,davidgandy_official,2022-06-27 16:54:07+00:00,30174,361,"['style', 'proud', 'new', 'pool', 'side', 'summer', 'collection']"
248,matildadjerf,2023-04-22 18:18:06+00:00,122725,153,['no_hashtag']
249,matildadjerf,2023-04-21 18:55:08+00:00,122226,157,"['look', 'like', 'ad', 'voyeureyeshadow', 'ribbon']"
250,rhyancaminske,2023-02-09 20:13:04+00:00,124,6,"['ok', 'team', 'changing', 'mentioned', 'stories']"
251,chiaraferragni,2023-05-21 16:35:07+00:00,605760,669,"['best', 'forte', 'dei', 'marmi', 'part']"
252,rhyancaminske,2023-02-15 03:00:25+00:00,133,3,"['𝕃𝕠𝕧𝕖', '𝕪𝕠𝕦', 'no_hashtag']"
253,chiaraferragni,2023-05-21 13:56:01+00:00,204707,575,"['best', 'forte', 'dei', 'marmi', 'no_hashtag']"
254,rhyancaminske,2023-02-06 18:40:24+00:00,100,7,"['streetstyle', 'got', 'ta', 'catch', 'em', 'kids']"
255,rhyancaminske,2023-01-30 18:55:14+00:00,91,8,"['streetstyle', 'ᴍᴏɴᴅᴀʏ', 'code', 'rhyan', 'band', 'tee']"
256,chiaraferragni,2023-05-21 09:15:34+00:00,475155,1355,"['la', 'nostra', 'milano', 'no_hashtag']"
257,rhyancaminske,2023-01-26 17:43:45+00:00,118,14,"['valentine', 'day', 'coming', 'curious', 'know', 'jewelry']"
258,matildadjerf,2023-04-20 18:58:12+00:00,98700,118,"['weakness', 'no_hashtag']"
259,rhyancaminske,2023-01-24 19:02:05+00:00,128,16,"['streetstyle', 'told', 'needed', 'one', 'minute', 'take']"
260,davidgandy_official,2022-04-02 15:31:58+00:00,28715,192,"['couldnt', 'prouder', 'incredible', 'team', 'talent']"
261,matildadjerf,2023-04-17 18:45:01+00:00,157704,457,"['first', 'ever', 'contributing', 'guest', 'editor']"
262,chiaraferragni,2023-05-20 15:49:01+00:00,404896,2561,"['la', 'mia', 'pizza', 'si', 'rigenera']"
263,matildadjerf,2023-04-18 18:51:45+00:00,129897,224,"['always', 'mid', 'conversation', 'handshake', 'no_hashtag']"
264,matildadjerf,2023-04-16 18:24:25+00:00,181546,243,"['weekend', 'ribbon', 'two hearts', 'sparkles', 'no_hashtag']"
265,matildadjerf,2023-04-12 18:17:36+00:00,139328,213,"['people hugging', 'no_hashtag']"
266,everyday.holly,2023-04-30 13:37:50+00:00,783,266,"['dress', 'outfit', 'last', 'weeks', 'top', 'sellers', 'sale', 'shorts', 'tiktok look']"
267,matildadjerf,2023-04-11 18:59:37+00:00,169254,135,['no_hashtag']
268,matildadjerf,2023-04-19 17:48:52+00:00,183318,224,"['week', 'butterfly', 'no_hashtag']"
269,monikh,2023-05-23 18:25:23+00:00,4469,27,"['smiles', 'behind', 'camera', 'camera with flash', 'no_hashtag']"
270,matildadjerf,2023-04-08 18:19:26+00:00,326587,920,"['crown', 'birthday cake', 'two hearts', 'sparkles', 'no_hashtag']"
271,matildadjerf,2023-04-09 18:18:10+00:00,271322,269,"['rufus', 'celebrating', 'years', 'together', 'two hearts']"
272,monikh,2023-05-22 18:45:42+00:00,4651,36,"['style', 'waiting', 'via', 'skirt', 'exact']"
273,stephaniebroek,2022-12-28 19:23:06+00:00,1072,24,"['yesterday', 'could', 'hospital', 'step', 'skincare']"
274,monikh,2023-05-20 18:38:32+00:00,5791,15,"['like', 'walking', 'ray', 'links', 'stories']"
275,stephaniebroek,2022-12-28 14:16:44+00:00,1343,29,"['first', 'christmas', 'future', 'nepo', 'baby']"
276,monikh,2023-05-22 09:48:05+00:00,10868,50,"['high', 'walls', 'simonmillerxmango', 'collection', 'links']"
277,matildadjerf,2023-04-07 18:57:24+00:00,160851,190,"['morning', 'ru', 'no_hashtag']"
278,monikh,2023-05-19 13:35:39+00:00,3176,11,"['long', 'layers', 'pinched fingers', 'no_hashtag']"
279,stephaniebroek,2022-12-29 19:41:12+00:00,2324,58,"['wear', 'looks', 'body', 'drastically', 'changing', 'able', 'look']"
280,matildadjerf,2023-04-02 18:28:51+00:00,279149,335,"['two hearts', 'no_hashtag']"
281,monikh,2023-05-19 08:19:14+00:00,2962,22,"['simple', 'silhouettes', 'jersey', 'linen', 'uniform']"
282,monikh,2023-05-18 08:14:24+00:00,14430,140,"['dress', 'trousers', 'full', 'look', 'simonmillerxmango']"
283,matildadjerf,2023-04-15 18:03:10+00:00,177363,226,"['last', 'week', 'crown', 'no_hashtag']"
284,matildadjerf,2023-04-04 18:49:53+00:00,182871,260,"['photo', 'diary', 'no_hashtag']"
285,matildadjerf,2023-04-01 18:50:25+00:00,239973,298,['no_hashtag']
286,stephaniebroek,2022-12-21 18:59:46+00:00,1261,33,"['submerging', 'polkadots', 'test', 'yayoi', 'kusama']"
287,stephaniebroek,2022-12-13 19:10:56+00:00,5500,184,"['low', 'point', 'life', 'start', 'fertility']"
288,matildadjerf,2023-03-30 18:12:09+00:00,171051,195,"['sun', 'no_hashtag']"
289,stephaniebroek,2022-12-08 12:30:05+00:00,594,18,"['show', 'chanel', 'paris', 'day', 'special', 'one', 'house', 'watch', 'collection']"
290,lojafashioncloset,2023-04-25 12:52:44+00:00,142,5,['no_hashtag']
291,matildadjerf,2023-03-31 18:35:39+00:00,211907,305,"['early', 'summer', 'no_hashtag']"
292,stephaniebroek,2022-12-06 19:55:16+00:00,2266,33,"['dress', 'forget', 'naked', 'tis', 'season']"
293,lojafashioncloset,2023-04-22 01:06:28+00:00,1169,9,"['corset', 'perfeito', 'existe', 'podemos', 'provar']"
294,matildadjerf,2023-03-28 18:27:08+00:00,155667,300,"['sun', 'no_hashtag']"
295,matildadjerf,2023-04-10 18:36:26+00:00,188855,174,"['one', 'favorite', 'days', 'year', 'people hugging']"
296,stephaniebroek,2022-12-08 19:34:44+00:00,2388,74,"['chanel', 'yes', 'olive', 'undoubtedly', 'mini', 'younes', 'look']"
297,stephaniebroek,2022-12-09 16:46:26+00:00,2840,87,"['wore', 'one', 'fw', 'balloon', 'pumps']"
298,davidgandy_official,2022-03-18 16:34:13+00:00,34028,345,"['thank', 'featuring', 'course', 'cover', 'story']"
299,camilacoelho,2023-04-16 19:22:01+00:00,144890,549,"['festival', 'denim', 'revolvefestival', 'day', 'ootd']"
300,stephaniebroek,2022-11-30 20:13:00+00:00,2093,51,"['last', 'weekend', 'antwerp', 'book', 'shopping']"
301,camilacoelho,2023-04-14 19:14:00+00:00,133661,606,"['festival', 'hello', 'desert', 'excited', 'back', 'skirt']"
302,camilacoelho,2023-04-17 01:34:34+00:00,293319,962,"['festival', 'day', 'rosalia', 'blackpink', 'one', 'night']"
303,davidgandy_official,2022-03-15 16:27:47+00:00,65213,900,"['excited', 'share', 'new', 'dgeyewear', 'ss']"
304,stephaniebroek,2022-11-23 20:06:05+00:00,2099,46,"['last', 'week', 'looks', 'no_hashtag']"
305,stephaniebroek,2022-11-27 20:21:39+00:00,1414,27,"['chanel', 'hours', 'beauty', 'looks', 'including', 'treasured', 'vintage']"
306,camilacoelho,2023-04-15 16:59:31+00:00,626797,2616,"['festival', 'coachella', 'day', 'roundup', 'missed', 'energy']"
307,stephaniebroek,2022-11-08 19:42:58+00:00,1535,117,"['show', 'olive', 'mom', 'look', 'fallwinter']"
308,monikh,2023-05-21 15:23:29+00:00,2133,5,"['sunday', 'no_hashtag']"
309,camilacoelho,2023-04-13 23:02:26+00:00,131412,500,"['festival', 'poolside', 'heading', 'desert', 'manhã', 'relax']"
310,stephaniebroek,2022-11-06 20:46:32+00:00,2264,47,"['maternity', 'leave', 'strolling', 'city', 'visiting', 'vintage', 'collection']"
311,stephaniebroek,2022-11-27 19:55:48+00:00,1339,28,"['chanel', 'asked', 'better', 'first', 'postpartum', 'trip']"
312,stephaniebroek,2022-10-30 16:49:04+00:00,2510,37,"['conversations', 'friends', 'no_hashtag']"
313,camilacoelho,2023-04-09 17:15:42+00:00,111731,351,"['happy', 'easter', 'favorite', 'bunny', 'feliz']"
314,rhyancaminske,2023-01-17 18:33:34+00:00,168,18,"['outfit', 'streetstyle', 'getting', 'colder', 'realized', 'ton', 'giant']"
315,rhyancaminske,2023-01-19 18:37:40+00:00,109,23,"['streetstyle', 'boutique', 'get', 'alllll', 'cute', 'band']"
316,rhyancaminske,2023-01-11 15:21:44+00:00,60,8,"['hi', 'good', 'friend', 'jonathan', 'kuracina', 'watch']"
317,rhyancaminske,2023-01-07 16:09:28+00:00,153,9,"['wear', 'streetstyle', 'finally', 'tried', 'good', 'american', 'jeans…', 'jeans']"
318,davidgandy_official,2022-03-16 17:09:41+00:00,37547,333,"['couple', 'new', 'dgeyewear', 'ss', 'campaign']"
319,matildadjerf,2023-03-26 18:53:07+00:00,171734,271,"['tuesday', 'sparkles', 'no_hashtag']"
320,matildadjerf,2023-03-25 19:38:46+00:00,301264,367,"['bday', 'drop', 'coming', 'birthday cake', 'ribbon']"
321,rhyancaminske,2023-01-05 18:41:59+00:00,167,10,"['streetstyle', 'th', 'laser', 'tattoo', 'removal', 'appointment', 'sunglasses']"
322,davidgandy_official,2022-02-12 16:28:39+00:00,23991,199,"['moisture', 'wicking', 'fabrics', 'well', 'wellwear']"
323,chiaraferragni,2023-05-23 18:59:29+00:00,557936,709,"['mum', 'life', 'no_hashtag']"
324,matildadjerf,2023-03-23 20:06:29+00:00,168094,198,"['june', 'forever', 'one', 'favorite', 'days']"
325,rhyancaminske,2023-01-01 21:19:40+00:00,251,21,"['streetstyle', 'new', 'year', 'goals', 'health', 'happiness']"
326,matildadjerf,2023-03-21 19:00:26+00:00,131995,234,"['casual', 'monday', 'handshake', 'no_hashtag']"
327,matildadjerf,2023-03-19 19:41:27+00:00,161164,234,"['week', 'people hugging', 'no_hashtag']"
328,matildadjerf,2023-03-17 19:17:58+00:00,151705,216,"['reedition', 'pradamoon', 'bag', 'ad']"
329,matildadjerf,2023-03-22 19:30:05+00:00,159580,219,"['many', 'personalities', 'no_hashtag']"
330,matildadjerf,2023-03-15 20:03:02+00:00,112616,181,"['glossyyyy', 'hourglasspartner', 'two hearts']"
331,matildadjerf,2023-03-20 19:43:25+00:00,111842,209,['no_hashtag']
332,stephaniebroek,2022-10-24 19:44:25+00:00,945,25,"['olive', 'first', 'hermès', 'bath', 'time']"
333,lojafashioncloset,2023-04-08 16:13:40+00:00,1304,11,"['calça', 'perfeita', 'existe', 'sim', 'podemos']"
334,stephaniebroek,2022-10-27 18:49:18+00:00,1364,24,"['back', 'vs', 'front', 'no_hashtag']"
335,lojafashioncloset,2023-04-10 13:52:55+00:00,256,2,"['um', 'pedacinho', 'nosso', 'esquema', 'no_hashtag']"
336,stephaniebroek,2022-10-04 19:00:32+00:00,1644,90,"['liquid', 'lipstick', 'vinyl', 'ad', 'no_hashtag']"
337,stephaniebroek,2022-10-02 18:04:28+00:00,2058,89,"['paris', 'season', 'home', 'celebrating', 'three']"
338,stephaniebroek,2022-10-15 18:36:38+00:00,7593,354,"['one', 'month', 'olive', 'today', 'hits']"
339,stephaniebroek,2022-09-27 19:17:03+00:00,1679,90,"['pov', 'two', 'weeks', 'old', 'made']"
340,stephaniebroek,2022-09-17 19:17:25+00:00,10714,811,"['welcome', 'world', 'olive', 'lowe', 'born']"
341,stephaniebroek,2022-09-29 18:44:21+00:00,3331,98,"['moment', 'first', 'stroll', 'outside', 'party']"
342,matildadjerf,2023-03-16 19:19:23+00:00,142624,222,"['thursday', 'no_hashtag']"
343,everyday.holly,2023-04-23 13:14:55+00:00,923,292,"['dress', 'outfit', 'last', 'weeks', 'top', 'sellers', 'save', 'shorts', 'tiktok look']"
344,stephaniebroek,2022-10-31 19:50:48+00:00,1373,59,"['outfit', 'right', 'pair', 'sunglasses', 'elevate']"
345,davidgandy_official,2022-06-12 13:26:00+00:00,67099,736,"['delighted', 'announce', 'launching', 'swimwear', 'summer', 'look', 'collection']"
346,davidgandy_official,2021-12-10 18:30:56+00:00,27969,299,"['thank', 'featuring', 'recently', 'shot', 'editorial']"
347,everyday.holly,2023-04-16 11:34:19+00:00,2131,720,"['dress', 'outfit', 'last', 'weeks', 'top', 'sellers', 'comment', 'tiktok look']"
348,davidgandy_official,2021-12-21 16:33:11+00:00,42531,450,"['thank', 'wonderful', 'editorial', 'decembers', 'issue']"
349,rhyancaminske,2022-12-25 22:16:36+00:00,133,3,"['random', 'last', 'minute', 'gift', 'becomes']"
350,rhyancaminske,2022-12-31 03:39:39+00:00,177,17,"['streetstyle', 'finally', 'sick', 'feeling', 'happy', 'actually', 'jeans']"
351,camilacoelho,2023-03-22 21:38:45+00:00,135781,802,"['bubble', 'gum', 'ootd', 'candy']"
352,rhyancaminske,2022-12-13 00:44:39+00:00,204,16,"['happy', 'birthday', 'dad', 'aka', 'grandpa']"
353,rhyancaminske,2022-11-22 20:44:38+00:00,124,12,"['streetstyle', 'ahhh', 'cutest', 'tops', 'everrr', 'sale']"
354,camilacoelho,2023-03-14 21:49:27+00:00,137771,825,"['denim', 'fever', 'ad', 'ootd', 'lookdodia']"
355,camilacoelho,2023-03-10 16:53:10+00:00,164899,722,"['home', 'jet', 'lagged', 'heading', 'great', 'look']"
356,zara,2023-05-16 08:00:05+00:00,11390,87,"['zara', 'atelier', 'collection', 'skirt', 'team', 'atelier collection', 'collection skirt']"
357,zara,2023-05-15 14:00:09+00:00,12095,116,"['zara', 'atelier', 'collection', 'skirt', 'limited', 'atelier collection', 'collection skirt']"
358,zara,2023-05-15 08:06:56+00:00,17128,99,"['zara', 'atelier', 'collection', 'skirt', 'limited', 'atelier collection', 'collection skirt']"
359,zara,2023-05-15 12:00:08+00:00,14972,118,"['zara', 'atelier', 'collection', 'skirt', 'one', 'atelier collection', 'collection skirt']"
360,monikh,2023-05-17 07:27:29+00:00,3989,46,"['hello', 'mangosummerclub', 'mangogirls']"
361,monikh,2023-05-17 11:02:55+00:00,7926,41,"['mangosummerclub', 'day', 'mangogirls']"
362,camilacoelho,2023-03-12 17:42:55+00:00,189846,999,"['paris', 'kai', 'album', 'merci', 'making']"
363,monikh,2023-05-14 12:48:23+00:00,1907,13,"['lucky', 'two', 'beans', 'no_hashtag']"
364,zara,2023-05-16 14:00:05+00:00,10132,86,"['zara', 'atelier', 'collection', 'skirt', 'one', 'atelier collection', 'collection skirt']"
365,monikh,2023-05-14 13:22:00+00:00,4305,20,"['officially', 'obsessed', 'betina', 'nude', 'works']"
366,matildadjerf,2023-04-03 18:19:04+00:00,267365,361,['no_hashtag']
367,monikh,2023-05-15 19:27:30+00:00,3783,63,"['collection', 'stocked', 'huge', 'moment', 'career']"
368,monikh,2023-05-14 12:13:15+00:00,5435,36,"['wear', 'dress', 'sisters', 'making', 'go', 'boozy', 'brunch']"
369,monikh,2023-05-17 14:57:51+00:00,2506,16,"['lunch', 'simonmillerxmango', 'mangosummerclub', 'custard']"
370,zara,2023-05-15 10:00:06+00:00,12005,88,"['zara', 'atelier', 'collection', 'skirt', 'team', 'atelier collection', 'collection skirt']"
371,chiaraferragni,2023-05-18 08:55:58+00:00,1129550,2764,"['premiere', 'show', 'milan', 'ieri', 'sera', 'milano', 'stata', 'la']"
372,chiaraferragni,2023-05-19 12:00:47+00:00,597770,783,"['friday', 'mycalvins', 'underwear', 'cargo', 'pants', 'jacket']"
373,chiaraferragni,2023-05-19 17:32:22+00:00,363316,1298,"['premiere', 'still', 'thanks', 'guys', 'loving']"
374,chiaraferragni,2023-05-18 13:35:26+00:00,452771,2843,"['premiere', 'still', 'feeling', 'excited', 'last', 'nights', 'look']"
375,chiaraferragni,2023-05-19 13:59:39+00:00,872379,3908,"['leo', 'school', 'photos', 'make', 'no_hashtag']"
376,chiaraferragni,2023-05-16 12:48:36+00:00,257872,2313,"['look', 'no_hashtag']"
377,monikh,2023-05-16 07:07:25+00:00,4625,38,"['keeping', 'early', 'mornings', 'slow', 'calm']"
378,lojafashioncloset,2023-03-24 15:58:08+00:00,2144,15,"['desejo', 'combine', 'calça', 'jeans', 'goi']"
379,lojafashioncloset,2023-03-24 01:02:15+00:00,431,8,"['dress', 'black', 'lovers', 'no_hashtag']"
380,lojafashioncloset,2023-03-22 18:12:11+00:00,412,14,"['um', 'dia', 'shooting', 'por', 'aqui']"
381,chiaraferragni,2023-05-14 08:47:22+00:00,281854,1022,"['happy', 'mother', 'day', 'mum', 'best']"
382,chiaraferragni,2023-05-15 15:00:36+00:00,551132,951,"['premiere', 'milan', 'guys', 'ready', 'days']"
383,chiaraferragni,2023-05-13 12:11:12+00:00,300214,1388,"['back', 'paradise', 'supplied']"
384,chiaraferragni,2023-05-12 13:32:12+00:00,649366,1761,"['feeling', 'super', 'fancy', 'today', 'wearing', 'sunglasses', 'look']"
385,everyday.holly,2023-04-09 01:05:49+00:00,982,263,"['dress', 'outfit', 'last', 'weeks', 'top', 'sellers', 'target', 'shorts', 'tiktok look']"
386,chiaraferragni,2023-05-11 14:13:48+00:00,561506,1198,"['colorful', 'look', 'today', 'bright', 'blue', 'collection']"
387,chiaraferragni,2023-05-11 10:32:49+00:00,511298,592,"['may', 'th', 'no_hashtag']"
388,chiaraferragni,2023-05-11 17:51:02+00:00,564079,1742,['no_hashtag']
389,chiaraferragni,2023-05-14 12:35:27+00:00,242482,875,"['family', 'weekend', 'lake', 'no_hashtag']"
390,chiaraferragni,2023-05-16 09:27:34+00:00,502956,514,"['cant', 'go', 'without', 'bossy', 'eye', 'sunglasses']"
391,parisfashionweek,2023-02-28 21:15:32+00:00,19319,69,"['parisfashionweek', 'pfw', 'paris', 'fashion', 'streetstyles', 'backstages', 'looks', 'spotted', 'second', 'paris fashion', 'fashion week']"
392,parisfashionweek,2023-05-20 16:28:44+00:00,4949,23,"['parisfashionweek', 'pfw', 'paris', 'streetstyle', 'fashion', 'photographer', 'highlights', 'looks', 'revealed', 'paris fashion', 'fashion week']"
393,urbanoutfitters,2023-06-09 01:44:56+00:00,1180,4,"['bff', 'glow', 'get', 'new', 'uohome']"
394,prada,2023-06-06 19:00:39+00:00,11531,58,"['prada', 'created', 'individual', 'pieces', 'handfinished', 'edges']"
395,urbanoutfitters,2023-06-08 20:15:43+00:00,2304,19,"['another', 'day', 'maxi', 'skirt', 'uocommunity']"
396,urbanoutfitters,2023-06-08 15:31:38+00:00,10713,18,"['old', 'new', 'picked', 'bath', 'mats']"
397,milanfashionweek,2023-06-08 10:08:18+00:00,656,10,"['ceremony', 'milan', 'fashion', 'warmest', 'congratulations', 'official', 'winning', 'lvmh', 'fashion trust', 'collection']"
398,milanfashionweek,2023-06-08 09:38:34+00:00,827,11,"['ceremony', 'mfw', 'show', 'milan', 'fashion', 'extend', 'congratulations', 'cnmi', 'member', 'magliano', 'fallwinter collection', 'fashion week', 'collection']"
399,urbanoutfitters,2023-06-07 14:00:59+00:00,2052,17,"['wear', 'official', 'hot', 'anything', 'look']"
400,urbanoutfitters,2023-06-06 18:02:38+00:00,1399,9,"['two', 'weeks', 'officially', 'summer', 'meantime']"
401,taylorswift,2023-05-06 03:58:55+00:00,10442955,0,"['fills', 'pride', 'joy', 'announce', 'version']"
402,urbanoutfitters,2023-06-05 15:41:17+00:00,2078,8,"['right', 'perfect', 'time', 'plan', 'great']"
403,spfw,2023-06-08 14:18:47+00:00,1750,70,"['vamos', 'conhecer', 'melhor', 'nosso', 'recordista']"
404,taylorswift,2023-05-29 22:40:55+00:00,5249532,0,"['yeahhhh', 'last', 'three', 'nights', 'dreamscape']"
405,zendaya,2023-05-04 18:58:27+00:00,7695019,9903,"['post', 'appreciation', 'past', 'couple', 'weeks']"
406,taylorswift,2023-05-27 17:17:17+00:00,5444259,0,"['premiere', 'last', 'night', 'jersey', 'way', 'whole']"
407,taylorswift,2023-05-27 04:07:16+00:00,5692622,0,"['karma', 'girl', 'like', 'two hearts', 'no_hashtag']"
408,zendaya,2023-04-03 19:32:56+00:00,8662294,22296,"['wear', 'extraordinary', 'night', 'celebrating', 'india', 'thank']"
409,spfw,2023-06-02 13:02:35+00:00,1470,18,"['esse', 'camarim', 'tava', 'divertido', 'uma']"
410,whowhatwear,2023-06-09 02:20:26+00:00,3427,28,"['face', 'card', 'truly', 'never', 'declined']"
411,whowhatwear,2023-06-08 23:55:39+00:00,1098,12,"['premiere', 'liza', 'koshy', 'entered', 'new', 'era', 'look']"
412,zendaya,2023-03-07 01:46:09+00:00,7231417,22119,"['paris…', 'look', 'came', 'no_hashtag']"
413,taylorswift,2023-05-24 16:58:56+00:00,6862603,0,"['um', 'much', 'tell', 'massive', 'fan', 'watch']"
414,taylorswift,2023-05-16 15:31:23+00:00,6376238,0,"['philly', 'dream', 'honestly', 'playing', 'three']"
415,taylorswift,2023-05-21 21:13:17+00:00,7329144,0,"['show', 'last', 'night', 'danced', 'together', 'rain']"
416,spfw,2023-05-31 23:06:39+00:00,3731,93,"['fashion', 'todas', 'edições', 'spfw', 'revela', 'ranking']"
417,whowhatwear,2023-06-07 19:28:40+00:00,3424,37,"['worth', 'noting', 'thelittlemermaid', 'marks', 'first', 'shirt']"
418,taylorswift,2023-05-09 14:43:20+00:00,5542877,0,"['show', 'well', 'first', 'rain', 'eras']"
419,soudealgodao,2023-06-01 13:58:59+00:00,7486,84,"['foi', 'aqui', 'que', 'pediram', 'uma']"
420,spfw,2023-05-31 22:49:22+00:00,1760,86,"['fashion', 'todas', 'edições', 'spfw', 'revela', 'ranking']"
421,whowhatwear,2023-06-06 01:22:14+00:00,2422,21,"['outfit', 'summer', 'jewelry', 'unparalleled', 'season', 'trends', 'look']"
422,wheresmydriver,2023-06-04 21:01:03+00:00,34,0,"['gala', 'making', 'leap', 'shooting', 'red', 'carpet']"
423,wheresmydriver,2023-05-23 05:01:20+00:00,73,1,"['cannes', 'cannesfilmfestival', 'streetstyle', 'yes', 'looks', 'like', 'movie', 'real']"
424,taylorswift,2023-05-08 00:53:25+00:00,5963203,0,"['show', 'even', 'though', 'one', 'last']"
425,versace,2023-06-06 12:00:18+00:00,23012,310,"['versace', 'foundation', 'together', 'donatella', 'allegra']"
426,wheresmydriver,2023-05-06 04:01:53+00:00,16,0,"['chanel', 'opened', 'new', 'sq', 'ft']"
427,versace,2023-05-31 15:03:55+00:00,23067,149,"['versace', 'style', 'greca', 'goddess', 'mini', 'bag', 'versacelavacanza']"
428,versace,2023-05-29 16:21:43+00:00,42815,193,"['cannes', 'versace', 'vacanza', 'south', 'france', 'collection available', 'collection']"
429,versace,2023-05-26 18:00:18+00:00,125245,294,"['versace', 'la', 'vacanza', 'donatella', 'dua', 'collection available', 'collection']"
430,romilux,2022-03-11 19:45:55+00:00,1702,57,"['show', 'hours', 'rain', 'later', 'leaving']"
431,versace,2023-05-26 08:00:45+00:00,157124,352,"['versace', 'la', 'vacanza', 'donatella', 'dua', 'collection available', 'collection']"
432,nyfw,2023-06-07 19:08:01+00:00,1007,10,"['get', 'coins', 'ready', 'telfar', 'announced']"
433,nyfw,2023-06-01 16:19:44+00:00,6563,259,"['happy', 'pridemonth', 'stand', 'members', 'lgbtqia']"
434,nyfw,2023-05-30 15:55:19+00:00,860,50,"['fashion', 'picnic', 'season', 'genderless', 'collection', 'vibrant']"
435,versace,2023-05-27 12:00:14+00:00,38466,195,"['cannes', 'versace', 'vacanza', 'south', 'france', 'collection available', 'collection']"
436,nyfw,2023-05-31 16:35:35+00:00,945,16,"['friends', 'meeting', 'gossip', 'luar', 'fw']"
437,nyfw,2023-06-02 16:32:17+00:00,411,3,"['aesthetic', 'clean', 'girl', 'win', 'brandonmaxwel']"
438,nyfw,2023-05-23 16:00:58+00:00,1260,15,"['femininity', 'undone', 'toryburch', 'aw', 'burch', 'collection']"
439,nyfw,2023-05-26 16:01:34+00:00,567,18,"['streetstyle', 'outside', 'collinastrada', 'naturally', 'streetsofnyfw']"
440,prabalgurung,2023-06-04 15:00:52+00:00,4457,24,"['honored', 'worked', 'stunning', 'collaboration', 'amazing', 'look']"
441,nyfw,2023-05-27 16:01:11+00:00,514,11,"['giving', 'blast', 'past', 'aknvas', 'imperialera', 'clothing', 'collection']"
442,nyfw,2023-05-24 16:35:20+00:00,462,9,"['pleats', 'power', 'move', 'bibhumohapatras', 'fw', 'collection']"
443,facehunter,2023-05-25 12:15:15+00:00,331,4,"['style', 'autumn', 'riodejaneiro', 'juliette', 'florence', 'model', 'look']"
444,facehunter,2023-05-20 13:48:30+00:00,455,23,"['streetstyle', 'style', 'riodejaneiro', 'meet', 'badass', 'artist', 'actress', 'style styleinspiration', 'streetstyle style']"
445,facehunter,2023-06-07 14:39:11+00:00,3935,104,"['paris', 'saopaulo', 'first', 'brutalist', 'house', 'created']"
446,facehunter,2023-05-31 10:02:23+00:00,1383,30,"['london', 'brutalism', 'buenosaires', 'argentina', 'capital', 'known']"
447,facehunter,2023-05-22 12:35:46+00:00,325,25,"['getting', 'emotional…', 'documentary', 'crafting', 'last']"
448,facehunter,2023-05-01 14:11:32+00:00,1411,65,"['streetstyle', 'style', 'unique', 'people', 'baghdad', 'sanarya', 'english', 'streetstyle style']"
449,facehunter,2023-05-04 07:21:58+00:00,4589,122,"['baghdad', 'اني', 'احب', 'بغداد', 'alshaheed']"
450,parisiensinparis,2023-05-12 17:48:39+00:00,2867,4,"['parisfashionweek', 'pfw', 'paris', 'style', 'fashion', 'la', 'discrétion', 'shotoniphoneparisparisianparisieneffortlessstyleeffortlesschicnaturalfashiondenimdenimmaniaparisianstyleleparisienlaparisienneparisfashionweekpfw', 'shotoniphone', 'natural fashion', 'style effortlesschic', 'fashion denim', 'effortless style']"
451,facehunter,2023-05-16 10:06:08+00:00,995,19,"['christianity', 'baghdad', 'expect', 'see', 'many']"
452,parisiensinparis,2023-04-28 05:15:49+00:00,8953,48,"['parisfashionweek', 'pfw', 'paris', 'style', 'fashion', 'love', 'shotoniphoneparisparisianparisieneffortlessstyleeffortlesschicnaturalfashiondenimdenimmaniaparisianstyleleparisienlaparisienneparisfashionweekpfw', 'shotoniphone', 'parisian', 'natural fashion', 'style effortlesschic', 'fashion denim', 'effortless style']"
453,prada,2023-06-06 12:00:12+00:00,10637,62,"['prada', 'cityscape', 'landscape', 'clash', 'together', 'impossible']"
