post_id,commentUser,timestamp,comments,likes,clean_comments,tokens,polarity,sentiment,tfidf_keywords,preferences,emoji_present
83,carlvoshel,2023-03-26 14:53:52+00:00,HAPPY Palm Sunday,0.0,happy palm sunday happy,"['happy', 'palm', 'sunday', 'happy']",0.9776,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],['happy']
84,silje.alice,2023-05-27 16:47:28+00:00,Small pleasures!🫶:medium-light_skin_tone:🫶:medium-light_skin_tone:🫶:medium-light_skin_tone:,0.0,small pleasuresmediumlight_skin_tonemediumlight_skin_tonemediumlight_skin_tone,"['small', 'pleasuresmediumlight_skin_tonemediumlight_skin_tonemediumlight_skin_tone']",0.1068,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
84,lacelamphere,2023-05-27 16:45:56+00:00,So beautiful,0.0,so beautiful,['beautiful'],0.9564,positive,"['beautiful', 'amazing', 'clapping_hands', 'de', 'fire']",[],[]
84,niloofarkiapasha,2023-05-26 21:57:02+00:00,:fire:,0.0,fire fire,"['fire', 'fire']",-0.0321,neutral,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],['fire']
84,_lawrencewood_,2023-05-26 19:10:41+00:00,check dm,0.0,check dm check,"['check', 'dm', 'check']",-0.021,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],['check']
84,marine.mnc_,2023-05-26 19:06:34+00:00,:smiling_face_with_heart-eyes:,0.0,smiling_face_with_hearteyes,['smiling_face_with_hearteyes'],0.6461,positive,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
84,yanga_nm,2023-05-26 18:35:26+00:00,absolutely beautiful :white_heart:,0.0,absolutely beautiful white_heart,"['absolutely', 'beautiful', 'white_heart']",0.9459,positive,"['beautiful', 'amazing', 'clapping_hands', 'de', 'fire']",['white_heart'],[]
84,giuliapalombini,2023-05-26 18:12:57+00:00,Italy it’s “the place” full of little beautiful thing.,1.0,italy its the place full of little beautiful thing,"['italy', 'place', 'full', 'little', 'beautiful', 'thing']",0.8975,positive,"['beautiful', 'amazing', 'clapping_hands', 'de', 'fire']",['thing'],[]
84,alemarullo,2023-05-26 18:10:00+00:00,In love :smiling_face_with_heart-eyes:,0.0,in love smiling_face_with_hearteyes love,"['love', 'smiling_face_with_hearteyes', 'love']",0.9594,positive,"['love', 'smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands']",['smiling_face_with_hearteyes love'],['love']
84,katjamautone,2023-05-26 18:08:21+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0,smiling_face_with_hearteyessmiling_face_with_hearteyes,['smiling_face_with_hearteyessmiling_face_with_hearteyes'],0.2628,neutral,"['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
85,getgoldielocks,2023-03-23 12:04:32+00:00,It makes us sooooo happy to hear about the difference Goldie Locks is making for you! :smiling_face_with_hearts:,0.0,it makes us sooooo happy to hear about the difference goldie locks is making for you smiling_face_with_hearts happy,"['make', 'u', 'sooooo', 'happy', 'hear', 'difference', 'goldie', 'lock', 'making', 'smiling_face_with_hearts', 'happy']",0.9901,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],['happy']
85,kellabyrd,2023-03-23 11:44:15+00:00,Stunning :smiling_face_with_heart-eyes: Your hair looks amazing!,0.0,stunning smiling_face_with_hearteyes your hair looks amazing,"['stunning', 'smiling_face_with_hearteyes', 'hair', 'look', 'amazing']",0.9877,positive,"['amazing', 'smiling_face_with_hearteyes', 'beautiful', 'clapping_hands', 'de']","['your hair', 'smiling_face_with_hearteyes']",[]
85,satin.interior,2023-03-23 02:09:42+00:00,Gorgeous :smiling_face_with_heart-eyes:! And where are the lovely jeans from?,0.0,gorgeous smiling_face_with_hearteyes and where are the lovely jeans from,"['gorgeous', 'smiling_face_with_hearteyes', 'lovely', 'jean']",0.9631,positive,"['gorgeous', 'smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands']","['smiling_face_with_hearteyes', 'jeans']",[]
85,roseandboomboutique,2023-03-23 01:53:33+00:00,Literal hair goals!  Ordering tonight :raising_hands:,0.0,literal hair goals ordering tonight raising_hands,"['literal', 'hair', 'goal', 'ordering', 'tonight', 'raising_hands']",0.0601,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
85,nikkilovesjohnny,2023-03-23 00:37:20+00:00,Weren't you using monat? Did it stop working?,1.0,werent you using monat did it stop working,"['werent', 'using', 'monat', 'stop', 'working']",-0.6437,negative,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
85,colorbycoco,2023-03-23 00:28:39+00:00,Goals!,0.0,goals,['goal'],0.2206,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
85,nicoleandreaxo,2023-03-22 20:38:45+00:00,Your hair looks amazing :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0,your hair looks amazing smiling_face_with_hearteyessmiling_face_with_hearteyes,"['hair', 'look', 'amazing', 'smiling_face_with_hearteyessmiling_face_with_hearteyes']",0.9823,positive,"['amazing', 'smiling_face_with_hearteyessmiling_face_with_hearteyes', 'beautiful', 'clapping_hands', 'de']","['your hair', 'smiling_face_with_hearteyessmiling_face_with_hearteyes']",[]
85,colorclassic_,2023-03-22 19:45:31+00:00,Beautiful packaging !,1.0,beautiful packaging,"['beautiful', 'packaging']",0.9376,positive,"['beautiful', 'amazing', 'clapping_hands', 'de', 'fire']",['packaging'],[]
85,dannafwells,2023-03-22 19:45:18+00:00,Hair goals! :sparkles:,1.0,hair goals sparkles,"['hair', 'goal', 'sparkle']",0.6904,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
85,simplysummerjenn,2023-03-22 18:23:54+00:00,Hair model :smiling_face_with_heart-eyes:,1.0,hair model smiling_face_with_hearteyes,"['hair', 'model', 'smiling_face_with_hearteyes']",0.3723,neutral,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
86,taylor.embracemodels,2023-04-02 01:55:09+00:00,Love it :smiling_face_with_heart-eyes: DM @embracemodels,0.0,love it smiling_face_with_hearteyes dm embracemodels love,"['love', 'smiling_face_with_hearteyes', 'dm', 'embracemodels', 'love']",0.9784,positive,"['love', 'smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands']",['it smiling_face_with_hearteyes'],['love']
86,the.wholistic.home,2023-03-21 03:25:04+00:00,Sweet!,0.0,sweet,['sweet'],0.4329,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
86,courtney__jg,2023-03-20 22:04:18+00:00,Awww 🥹🥹,1.0,awww,['awww'],-0.5137,negative,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
86,jgiantasio,2023-03-20 18:46:14+00:00,Cuties :red_heart:️:red_heart:️:red_heart:️,1.0,cuties red_heartred_heartred_heart,"['cuties', 'red_heartred_heartred_heart']",0.2624,neutral,"['red_heartred_heartred_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
86,hannahmontanahm,2023-03-20 18:35:06+00:00,Oh my little cutie pie!! He's adorable :red_heart:️,1.0,oh my little cutie pie hes adorable red_heart,"['oh', 'little', 'cutie', 'pie', 'he', 'adorable', 'red_heart']",0.9822,positive,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
86,writer.jk1,2023-03-20 18:12:07+00:00,Send pic on @virginia_community,1.0,send pic on virginia_community,"['send', 'pic', 'virginia_community']",0.0714,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
87,sociojenics,2023-04-28 03:53:47+00:00,Cute ones :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,1.0,cute ones smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes,"['cute', 'one', 'smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes']",0.8453,positive,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
87,emilyjademccarthy,2023-04-18 13:12:47+00:00,same same same :face_with_tears_of_joy:,0.0,same same same face_with_tears_of_joy,['face_with_tears_of_joy'],0.3127,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
87,jamiekgaylor,2023-04-16 21:34:22+00:00,What size??,1.0,what size,['size'],-0.0186,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
87,lovelyfancymeblog,2023-04-16 00:23:46+00:00,Super cute babe! Happy Saturday :smiling_face_with_heart-eyes:,0.0,super cute babe happy saturday smiling_face_with_hearteyes happy,"['super', 'cute', 'babe', 'happy', 'saturday', 'smiling_face_with_hearteyes', 'happy']",0.9896,positive,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],['happy']
87,ortallevitan,2023-04-16 00:00:08+00:00,Awwww you’re GORGEOUS :red_heart:️:heart_exclamation:️,0.0,a youre gorgeous red_heartheart_exclamation,"['youre', 'gorgeous', 'red_heartheart_exclamation']",0.9755,positive,"['gorgeous', 'amazing', 'beautiful', 'clapping_hands', 'de']",['red_heartheart_exclamation'],[]
87,sweetmotherly,2023-04-15 23:20:43+00:00,GORGEOUS :red_heart:️:red_heart:️ this look is everything on you. Happy Saturday,0.0,gorgeous red_heartred_heart this look is everything on you happy saturday happy,"['gorgeous', 'red_heartred_heart', 'look', 'everything', 'happy', 'saturday', 'happy']",0.991,positive,"['gorgeous', 'red_heartred_heart', 'look', 'amazing', 'beautiful']",['red_heartred_heart'],['happy']
87,nevom_tassnim67,2023-04-15 21:16:31+00:00,Let's Collab lovely:red_heart:️ Contact page in my bio :gem_stone::ring:,0.0,lets collab lovelyred_heart contact page in my bio gem_stonering,"['let', 'collab', 'lovelyred_heart', 'contact', 'page', 'bio', 'gem_stonering']",0.5134,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
87,sassyqueenboutique,2023-04-15 20:59:42+00:00,Obsessed :clapping_hands::clapping_hands::clapping_hands: looks so good on you!,0.0,obsessed clapping_handsclapping_handsclapping_hands looks so good on you,"['obsessed', 'clapping_handsclapping_handsclapping_hands', 'look', 'good']",0.968,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",['obsessed clapping_handsclapping_handsclapping_hands'],[]
87,spikesandseamsdesignco,2023-04-15 20:55:18+00:00,gorgeous girl!:beating_heart:,0.0,gorgeous girlbeating_heart,"['gorgeous', 'girlbeating_heart']",0.9515,positive,"['gorgeous', 'amazing', 'beautiful', 'clapping_hands', 'de']",['girlbeating_heart'],[]
88,koksharovad_,2023-06-01 19:53:37+00:00,:fire::clapping_hands_medium-light_skin_tone:,0.0,fireclapping_hands_mediumlight_skin_tone fire,"['fireclapping_hands_mediumlight_skin_tone', 'fire']",0.0921,neutral,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],['fire']
88,_vanessa.riedl,2023-05-31 18:19:39+00:00,Mega schön :heart_with_arrow::heart_with_arrow::heart_with_arrow:,0.0,mega schön heart_with_arrowheart_with_arrowheart_with_arrow,"['mega', 'schön', 'heart_with_arrowheart_with_arrowheart_with_arrow']",0.0454,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
88,marketlamode,2023-05-28 19:43:49+00:00,:smiling_face_with_heart-eyes:,0.0,smiling_face_with_hearteyes,['smiling_face_with_hearteyes'],0.6461,positive,"['smiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
88,elleeasom,2023-05-28 14:45:01+00:00,:red_heart:️,0.0,red_heart,['red_heart'],0.1033,neutral,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
88,luca.costabile1926,2023-05-28 13:15:04+00:00,nl,0.0,nl,['nl'],0.0651,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
88,luca.costabile1926,2023-05-28 13:15:03+00:00,n bmmkjk. il mnnmm. :crying_face:.,0.0,n bmmkjk il mnnmm crying_face,"['n', 'bmmkjk', 'il', 'mnnmm', 'crying_face']",-0.4328,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
88,mirelle.phachareeya,2023-05-28 08:44:45+00:00,How stunning :red_heart:️,0.0,how stunning red_heart,"['stunning', 'red_heart']",0.8986,positive,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']",['red_heart'],[]
88,ma_belle_bonnie,2023-05-27 21:44:11+00:00,It's really hard to find someone with such class and style….:clapping_hands::clapping_hands::clapping_hands::red_heart:️,0.0,its really hard to find someone with such class and styleclapping_handsclapping_handsclapping_handsred_heart,"['really', 'hard', 'find', 'someone', 'class', 'styleclapping_handsclapping_handsclapping_handsred_heart']",-0.243,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
88,anastasiavkorol,2023-05-27 18:05:08+00:00,The trenchhh,0.0,the trenchhh,['trenchhh'],-0.1607,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
88,skinnyloveej,2023-05-27 17:22:54+00:00,In Awe as always :white_heart::white_heart::white_heart:,0.0,in awe as always white_heartwhite_heartwhite_heart,"['awe', 'always', 'white_heartwhite_heartwhite_heart']",0.8337,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
89,momlife.of.leni.and.leo,2023-03-19 05:31:46+00:00,:smiling_face_with_heart-eyes::red_heart:️:red_heart:️:clapping_hands:,0.0,smiling_face_with_hearteyesred_heartred_heartclapping_hands,['smiling_face_with_hearteyesred_heartred_heartclapping_hands'],0.644,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
89,lukas_seller_amazon,2023-03-16 15:32:13+00:00,Hey Gorgeous :two_hearts:I am an Amazon seller and look for US friends. Your fashion style is stupefying! I want to work with you. I think you’re perfect fit for our clothes.  Let me give you free women clothes:woman’s_clothes:and you only need to take pictures and videos for us. Contact me and let's work together.,0.0,hey gorgeous two_heartsi am an amazon seller and look for us friends your fashion style is stupefying i want to work with you i think youre perfect fit for our clothes let me give you free women clotheswomans_clothesand you only need to take pictures and videos for us contact me and lets work together,"['hey', 'gorgeous', 'two_heartsi', 'amazon', 'seller', 'look', 'u', 'friend', 'fashion', 'style', 'stupefying', 'want', 'work', 'think', 'youre', 'perfect', 'fit', 'clothes', 'let', 'give', 'free', 'woman', 'clotheswomans_clothesand', 'need', 'take', 'picture', 'video', 'u', 'contact', 'let', 'work', 'together']",0.9644,positive,"['gorgeous', 'look', 'amazing', 'beautiful', 'clapping_hands']","['fit', 'two_heartsi']",[]
89,nevomjewelry,2023-03-16 12:22:37+00:00,Love your Looks lovely:smiling_face_with_heart-eyes: Send us a Message  if you want to collab sweetie:kiss_mark:.,0.0,love your looks lovelysmiling_face_with_hearteyes send us a message if you want to collab sweetiekiss_mark love,"['love', 'look', 'lovelysmiling_face_with_hearteyes', 'send', 'u', 'message', 'want', 'collab', 'sweetiekiss_mark', 'love']",0.9879,positive,"['love', 'amazing', 'beautiful', 'clapping_hands', 'de']",['your looks'],['love']
89,hannahmontanahm,2023-03-16 01:01:01+00:00,Congratulations to Brooke,1.0,congratulations to brooke,"['congratulation', 'brooke']",0.9533,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
89,drew_drew27,2023-03-15 23:14:48+00:00,Congratulations Auntie!!!!! :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0,congratulations auntie smiling_face_with_hearteyessmiling_face_with_hearteyes,"['congratulation', 'auntie', 'smiling_face_with_hearteyessmiling_face_with_hearteyes']",0.9388,positive,"['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
89,hometownheritageclothing,2023-03-15 21:44:43+00:00,Congratulations :two_hearts:,0.0,congratulations two_hearts,"['congratulation', 'two_hearts']",0.9369,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
89,anim.al5159,2023-03-15 21:07:30+00:00,Promote it on @virginia_fams,0.0,promote it on virginia_fams,"['promote', 'virginia_fams']",0.3137,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
89,simplysummerjenn,2023-03-15 21:00:20+00:00,What’s a cutie! Congrats!,0.0,whats a cutie congrats,"['whats', 'cutie', 'congrats']",0.9803,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
90,madit.70,2023-06-02 17:01:31+00:00,"Bella, bella",0.0,bella bella,"['bella', 'bella']",0.0791,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
90,karolinehommelstad,2023-06-01 20:48:07+00:00,"Where are the sunglasses from,  @josefinehj ? :dizzy:",0.0,where are the sunglasses from josefinehj dizzy sunglasses,"['sunglasses', 'josefinehj', 'dizzy', 'sunglasses']",-0.0162,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],['sunglasses']
90,hannahkidi,2023-05-28 19:42:21+00:00,You just know :fire:,0.0,you just know fire fire,"['know', 'fire', 'fire']",0.143,neutral,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],['fire']
90,annelauremais,2023-05-28 17:18:42+00:00,:fire:,0.0,fire fire,"['fire', 'fire']",-0.0321,neutral,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],['fire']
90,z.kosek,2023-05-28 15:04:16+00:00,ohhh my,0.0,ohhh my,['ohhh'],0.0196,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
90,eda.mucaj,2023-05-28 14:59:13+00:00,:fire::fire::fire:,0.0,firefirefire fire fire fire,"['firefirefire', 'fire', 'fire', 'fire']",-0.0207,neutral,"['fire', 'firefirefire', 'amazing', 'beautiful', 'clapping_hands']",[],['fire']
90,martinhanssons,2023-05-28 12:34:17+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0,smiling_face_with_hearteyessmiling_face_with_hearteyes,['smiling_face_with_hearteyessmiling_face_with_hearteyes'],0.2628,neutral,"['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
90,siss_tam_s,2023-05-27 19:01:24+00:00,Short @samsoesamsoe ??,0.0,short samsoesamsoe,"['short', 'samsoesamsoe']",0.0355,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
91,alemarullo,2023-05-26 18:10:41+00:00,You :fire:,0.0,you fire fire,"['fire', 'fire']",0.2985,neutral,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],['fire']
91,silje.alice,2023-05-26 15:34:43+00:00,Goddess :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0,goddess smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes,"['goddess', 'smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes']",-0.156,neutral,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
91,carmen.cita.jones,2023-05-26 12:15:36+00:00,Looooove :white_heart::white_heart::white_heart::white_heart:,0.0,looooove white_heartwhite_heartwhite_heartwhite_heart,"['looooove', 'white_heartwhite_heartwhite_heartwhite_heart']",0.9708,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
91,92thestudio,2023-05-26 10:07:34+00:00,Gorgeous :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0,gorgeous smiling_face_with_hearteyessmiling_face_with_hearteyes,"['gorgeous', 'smiling_face_with_hearteyessmiling_face_with_hearteyes']",0.9402,positive,"['gorgeous', 'smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands']",['smiling_face_with_hearteyessmiling_face_with_hearteyes'],[]
91,julia__kuz,2023-05-26 08:10:48+00:00,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0,smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes,['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes'],0.0897,neutral,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
91,ioanna_pennia,2023-05-26 07:21:14+00:00,:red_heart:️,0.0,red_heart,['red_heart'],0.1033,neutral,"['red_heart', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
91,tatuli_i,2023-05-26 06:29:53+00:00,:brown_heart::white_heart::coconut:,0.0,brown_heartwhite_heartcoconut,['brown_heartwhite_heartcoconut'],0.0501,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
91,justinecassandre,2023-05-26 04:39:51+00:00,Che Bella :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,0.0,che bella smiling_face_with_hearteyessmiling_face_with_hearteyes,"['che', 'bella', 'smiling_face_with_hearteyessmiling_face_with_hearteyes']",0.3563,neutral,"['smiling_face_with_hearteyessmiling_face_with_hearteyes', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],[]
91,ariellespring,2023-05-26 01:03:55+00:00,wow:smiling_face_with_heart-eyes:,0.0,wowsmiling_face_with_hearteyes wow,"['wowsmiling_face_with_hearteyes', 'wow']",0.4859,positive,"['wow', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],['wow']
91,luana__swan,2023-05-25 22:52:19+00:00,"Success mostly manifest in our decision making, I choose to trade with @bitcoinkathy_ and I achieved $18,750",0.0,success mostly manifest in our decision making i choose to trade with bitcoinkathy_ and i achieved,"['success', 'mostly', 'manifest', 'decision', 'making', 'choose', 'trade', 'bitcoinkathy_', 'achieved']",0.8037,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
92,studioljos,2023-05-01 12:12:30+00:00,:fire::fire::fire::fire:,0.0,firefirefirefire fire fire fire fire,"['firefirefirefire', 'fire', 'fire', 'fire', 'fire']",-0.0887,neutral,"['fire', 'amazing', 'beautiful', 'clapping_hands', 'de']",[],['fire']
92,priestess_salomi_williams,2023-04-26 03:58:25+00:00,"I see glory and blessings in you and you are destined for greatness directly from birth I have an important message for you but I will need your honest permission to proceed because your ancestors have been trying to reach you by revealing some signs to you maybe through your dreams, or the repeated numbers that you normally see (222,4:44,1111,15:15) around your environment . I also see your throat and sacral energy blocked So kindly reply me once you get this message with a picture of your right hand palm my dear if you want to know the message I have for you  Namaste :folded_hands: :dizzy:",0.0,i see glory and blessings in you and you are destined for greatness directly from birth i have an important message for you but i will need your honest permission to proceed because your ancestors have been trying to reach you by revealing some signs to you maybe through your dreams or the repeated numbers that you normally see around your environment i also see your throat and sacral energy blocked so kindly reply me once you get this message with a picture of your right hand palm my dear if you want to know the message i have for you namaste folded_hands dizzy,"['see', 'glory', 'blessing', 'destined', 'greatness', 'directly', 'birth', 'important', 'message', 'need', 'honest', 'permission', 'proceed', 'ancestor', 'trying', 'reach', 'revealing', 'sign', 'maybe', 'dream', 'repeated', 'number', 'normally', 'see', 'around', 'environment', 'also', 'see', 'throat', 'sacral', 'energy', 'blocked', 'kindly', 'reply', 'get', 'message', 'picture', 'right', 'hand', 'palm', 'dear', 'want', 'know', 'message', 'namaste', 'folded_hands', 'dizzy']",0.762,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
92,maritsimons,2023-04-20 20:14:01+00:00,:brown_heart:,0.0,brown_heart,['brown_heart'],0.0762,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
92,anoukyve,2023-04-14 05:57:16+00:00,:black_heart::black_heart:,0.0,black_heartblack_heart,['black_heartblack_heart'],0.0079,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
93,jmwheeler88,2023-06-06 18:21:28+00:00,Links,0.0,links,['link'],0.0115,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
93,mariainesdvs,2023-06-06 02:25:42+00:00,Links,0.0,links,['link'],0.0115,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
93,texas.riddles,2023-06-05 12:10:26+00:00,Links,1.0,links,['link'],0.0115,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
93,jsgonzalez85,2023-06-03 11:37:26+00:00,Links,1.0,links,['link'],0.0115,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
93,breewhorton,2023-05-31 10:43:08+00:00,That two piece set :sun:️:sun:️:sun:️,0.0,that two piece set sunsunsun,"['two', 'piece', 'set', 'sunsunsun']",0.0864,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
93,everyday.holly,2023-06-06 18:21:41+00:00,I just messaged you the links!,0.0,i just messaged you the links,"['messaged', 'link']",0.0102,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
94,stephnadams,2023-03-15 19:54:43+00:00,"Dec= Zach, my mom, my dad, my father in law, my grandma and her twin, Zachs cousin....",1.0,dec zach my mom my dad my father in law my grandma and her twin zachs cousin,"['dec', 'zach', 'mom', 'dad', 'father', 'law', 'grandma', 'twin', 'zachs', 'cousin']",0.1194,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
94,larissa_xoxo_larissa,2023-03-14 08:00:13+00:00,October,0.0,october,['october'],-0.0094,neutral,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
94,roooku.official,2023-03-14 07:36:59+00:00,"You look awesome!! Here is Roooku, we make activewear for women. Please check your DM (in the requests), we send you a free-sending invitation!",0.0,you look awesome here is roooku we make activewear for women please check your dm in the requests we send you a freesending invitation check,"['look', 'awesome', 'roooku', 'make', 'activewear', 'woman', 'please', 'check', 'dm', 'request', 'send', 'freesending', 'invitation', 'check']",0.9785,positive,"['please', 'look', 'amazing', 'beautiful', 'clapping_hands']",[],['check']
94,pd203,2023-03-13 19:18:26+00:00,"Holy God November.. :loudly_crying_face:,,, my brother, my 2 nieces, my twins , and my wife … :money_bag: :dashing_away: goes quick that month .. Fuck November",0.0,holy god november loudly_crying_face my brother my nieces my twins and my wife money_bag dashing_away goes quick that month fuck november,"['holy', 'god', 'november', 'loudly_crying_face', 'brother', 'niece', 'twin', 'wife', 'money_bag', 'dashing_away', 'go', 'quick', 'month', 'fuck', 'november']",-0.5988,negative,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
94,sweetmotherly,2023-03-13 18:59:44+00:00,Gorgeous gorgeous girl:heart_on_fire:,0.0,gorgeous gorgeous girlheart_on_fire,"['gorgeous', 'gorgeous', 'girlheart_on_fire']",0.9829,positive,"['gorgeous', 'amazing', 'beautiful', 'clapping_hands', 'de']",['gorgeous'],[]
94,elizabeth_rovens,2023-03-13 18:33:09+00:00,You already know I’m obsessed :sparkling_heart::two_hearts:,0.0,you already know im obsessed sparkling_hearttwo_hearts,"['already', 'know', 'im', 'obsessed', 'sparkling_hearttwo_hearts']",0.4768,positive,"['amazing', 'beautiful', 'clapping_hands', 'de', 'fire']",[],[]
