post_id,commentUser,timestamp,likes,clean_comment,tokens,polarity,sentiment,tfidf_keywords
75,primengate,2023-06-01 21:28:21+00:00,0.0,folded_hands_medium light_skin_tone folded_hands_medium light_skin_tone folded_hands_medium light_skin_tone god blesse you smiling_face_with_heart eyes,"['folded_hands_medium', 'light_skin_tone', 'folded_hands_medium', 'light_skin_tone', 'folded_hands_medium', 'light_skin_tone', 'god', 'blesse', 'smiling_face_with_heart', 'eyes']",0.6234,positive,"['light_skin_tone', 'smiling_face_with_heart', 'eyes', 'amazing', 'beautiful']"
76,mauricioguil07,2023-05-31 00:07:05+00:00,0.0,cool clapping_hands red_heart,"['cool', 'clapping_hands', 'red_heart']",0.7778,positive,"['clapping_hands', 'red_heart', 'amazing', 'beautiful', 'black_heart']"
76,nicolettecannonn,2023-05-30 19:18:32+00:00,0.0,bello smiling_face_with_heart eyes dm folded_hands,"['bello', 'smiling_face_with_heart', 'eyes', 'dm', 'folded_hands']",0.5471,positive,"['dm', 'smiling_face_with_heart', 'eyes', 'amazing', 'beautiful']"
76,pau_fonzo_bustelo,2023-05-28 18:07:41+00:00,0.0,fire fire fire fire,"['fire', 'fire', 'fire', 'fire']",0.0806,neutral,"['fire', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
76,guillermomachado27,2023-05-28 07:00:49+00:00,0.0,raising_hands raising_hands,"['raising_hands', 'raising_hands']",0.1423,neutral,"['raising_hands', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
76,michael_l_giaca,2023-05-27 21:45:32+00:00,0.0,salve,['salve'],0.0279,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
76,adyto_op,2023-05-25 14:42:38+00:00,0.0,nice style clapping_hands,"['nice', 'style', 'clapping_hands']",0.8287,positive,"['clapping_hands', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
76,hilton.danc,2023-05-24 14:40:19+00:00,0.0,gay,['gay'],-0.5158,negative,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
76,itskarthik._,2023-05-24 13:06:59+00:00,0.0,he looking like a ramcharan fire,"['looking', 'like', 'ramcharan', 'fire']",-0.1031,neutral,"['like', 'fire', 'amazing', 'beautiful', 'black_heart']"
76,amandagusma0,2023-05-24 00:46:21+00:00,0.0,clapping_hands clapping_hands clapping_hands clapping_hands,"['clapping_hands', 'clapping_hands', 'clapping_hands', 'clapping_hands']",0.3585,neutral,"['clapping_hands', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
76,iamsharrygigantone,2023-05-21 17:55:24+00:00,0.0,camera clapping_hands smiling_face_with_sunglasses,"['camera', 'clapping_hands', 'smiling_face_with_sunglasses']",0.6124,positive,"['clapping_hands', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
77,katharinatruman,2023-06-06 13:53:19+00:00,0.0,red_heart red_heart red_heart,"['red_heart', 'red_heart', 'red_heart']",0.2744,neutral,"['red_heart', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
77,jessbekkari,2023-05-26 20:19:41+00:00,0.0,gisele por favor vê minha msg em privado estão exterminando todos animais de rua do marrocos por uma chance de ser host na copa do mundo em cerca de milhões de cachorros e já estima se que uns mil cachorros tenham sido assassinados nas ultimas semanas pelas autoridades de todas cidades do marrocos loudly_crying_face,"['gisele', 'por', 'favor', 'vê', 'minha', 'msg', 'em', 'privado', 'estão', 'exterminando', 'todos', 'animais', 'de', 'rua', 'marrocos', 'por', 'uma', 'chance', 'de', 'ser', 'host', 'na', 'copa', 'mundo', 'em', 'cerca', 'de', 'milhões', 'de', 'cachorros', 'e', 'já', 'estima', 'se', 'que', 'uns', 'mil', 'cachorros', 'tenham', 'sido', 'assassinados', 'nas', 'ultimas', 'semanas', 'pelas', 'autoridades', 'de', 'todas', 'cidades', 'marrocos', 'loudly_crying_face']",-0.212,neutral,"['de', 'que', 'amazing', 'beautiful', 'black_heart']"
77,misschatterbox5,2023-05-15 13:36:38+00:00,0.0,red_heart,['red_heart'],0.1033,neutral,"['red_heart', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
77,antonio.gomes.1004,2023-05-12 09:59:10+00:00,0.0,bela foto face_blowing_a_kiss,"['bela', 'foto', 'face_blowing_a_kiss']",0.1889,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
77,nano_nadrian,2023-05-11 17:11:41+00:00,0.0,blue_heart blue_heart blue_heart blue_heart,"['blue_heart', 'blue_heart', 'blue_heart', 'blue_heart']",0.5976,positive,"['blue_heart', 'amazing', 'beautiful', 'black_heart', 'brown_heart']"
77,safwathady,2023-05-09 17:22:30+00:00,0.0,i love dogs,"['love', 'dogs']",0.9663,positive,"['love', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
77,ariadna_tanya,2023-05-08 07:36:46+00:00,0.0,fire fire clapping_hands,"['fire', 'fire', 'clapping_hands']",0.117,neutral,"['fire', 'clapping_hands', 'amazing', 'beautiful', 'black_heart']"
77,margarethhira,2023-05-07 09:17:39+00:00,0.0,red_heart red_heart,"['red_heart', 'red_heart']",0.2019,neutral,"['red_heart', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
77,_lisa.findlay_,2023-05-05 04:17:18+00:00,0.0,if you think that why are you still supporting and promoting companies that test on them woman_shrugging_light_skin_tone gisele use your power for good,"['think', 'still', 'supporting', 'promoting', 'companies', 'test', 'woman_shrugging_light_skin_tone', 'gisele', 'use', 'power', 'good']",-0.463,negative,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
78,katharinatruman,2023-06-06 13:54:47+00:00,0.0,queen red_heart,"['queen', 'red_heart']",0.1473,neutral,"['red_heart', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
78,katharinatruman,2023-06-06 13:54:14+00:00,0.0,red_heart red_heart red_heart red_heart red_heart,"['red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart']",0.2792,neutral,"['red_heart', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
78,marinagamm,2023-06-04 12:51:01+00:00,0.0,brazil is very big clapping_hands clapping_hands red_heart fire,"['brazil', 'big', 'clapping_hands', 'clapping_hands', 'red_heart', 'fire']",0.686,positive,"['clapping_hands', 'fire', 'red_heart', 'amazing', 'beautiful']"
78,raffamachadooficial,2023-05-24 15:09:27+00:00,0.0,bravíssima clapping_hands,"['bravíssima', 'clapping_hands']",0.1312,neutral,"['clapping_hands', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
78,raffamachadooficial,2023-05-11 14:00:53+00:00,0.0,clapping_hands clapping_hands clapping_hands,"['clapping_hands', 'clapping_hands', 'clapping_hands']",0.3024,neutral,"['clapping_hands', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
78,caitlin_fraser55,2023-05-09 02:12:29+00:00,1.0,it absolutely wonderful to see you so happy and living a beautiful life with your children red_heart folded_hands rose,"['absolutely', 'wonderful', 'see', 'happy', 'living', 'beautiful', 'life', 'children', 'red_heart', 'folded_hands', 'rose']",0.9905,positive,"['beautiful', 'red_heart', 'amazing', 'black_heart', 'blue_heart']"
78,maaupo,2023-05-07 17:12:28+00:00,0.0,it s about priorities anyone who says that having children doesn t interfere with personal life is lying only those who truly care for and love a child realize how much attention is needed and doing this often without the presence of the father is very difficult soon the children grow up she has every right in the world to choose to spend time with her family and be happy she is beautiful and much admired by all brazilians i met tom through her congratulations gisele may god take care of you and your family i wish all love raising_hands,"['priorities', 'anyone', 'says', 'children', 'interfere', 'personal', 'life', 'lying', 'truly', 'care', 'love', 'child', 'realize', 'much', 'attention', 'needed', 'often', 'without', 'presence', 'father', 'difficult', 'soon', 'children', 'grow', 'every', 'right', 'world', 'choose', 'spend', 'time', 'family', 'happy', 'beautiful', 'much', 'admired', 'brazilians', 'met', 'tom', 'congratulations', 'gisele', 'may', 'god', 'take', 'care', 'family', 'wish', 'love', 'raising_hands']",0.9283,positive,"['love', 'beautiful', 'raising_hands', 'amazing', 'black_heart']"
78,sakharov_arkadii,2023-05-07 15:30:27+00:00,0.0,incredibly beautiful,"['incredibly', 'beautiful']",0.9432,positive,"['beautiful', 'amazing', 'black_heart', 'blue_heart', 'brown_heart']"
79,fdgaidarji,2023-06-05 22:26:16+00:00,0.0,red_heart,['red_heart'],0.1033,neutral,"['red_heart', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
79,jimtsia,2023-06-01 22:08:29+00:00,0.0,sing the flowers song,"['sing', 'flowers', 'song']",0.2589,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
79,aliaajtkenova8,2023-05-24 05:19:24+00:00,0.0,red_heart,['red_heart'],0.1033,neutral,"['red_heart', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
79,sandraafnunes,2023-05-22 02:20:20+00:00,0.0,uma boa filha a casa retorna raising_hands,"['uma', 'boa', 'filha', 'casa', 'retorna', 'raising_hands']",-0.0103,neutral,"['raising_hands', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
79,elainyfeador,2023-05-13 23:22:20+00:00,1.0,acbuia ummmm çei,"['acbuia', 'ummmm', 'çei']",-0.0973,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
79,anaclarakieling,2023-05-12 16:43:41+00:00,6.0,gramado e suas hortênsias como eu amo me lembra de quando meus avós costumavam ir para lá sempre amaram,"['gramado', 'e', 'suas', 'hortênsias', 'como', 'eu', 'amo', 'lembra', 'de', 'quando', 'meus', 'avós', 'costumavam', 'ir', 'para', 'lá', 'sempre', 'amaram']",-0.0098,neutral,"['de', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
79,safwathady,2023-05-09 17:24:34+00:00,0.0,between all those flowers you are the most beautiful flowers fallen_leaf leaf_fluttering_in_wind,"['flowers', 'beautiful', 'flowers', 'fallen_leaf', 'leaf_fluttering_in_wind']",0.921,positive,"['beautiful', 'amazing', 'black_heart', 'blue_heart', 'brown_heart']"
79,ariadna_tanya,2023-05-08 07:36:18+00:00,0.0,fire clapping_hands smiling_face_with_heart eyes,"['fire', 'clapping_hands', 'smiling_face_with_heart', 'eyes']",0.6943,positive,"['clapping_hands', 'fire', 'smiling_face_with_heart', 'eyes', 'amazing']"
79,12maaria34,2023-05-05 21:48:52+00:00,0.0,tosi kiva kuva front facing_baby_chick,"['tosi', 'kiva', 'kuva', 'front', 'facing_baby_chick']",-0.0616,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
79,mmhlenna,2023-05-03 05:27:59+00:00,0.0,e essa terra te ama red_heart red_heart red_heart,"['e', 'essa', 'terra', 'te', 'ama', 'red_heart', 'red_heart', 'red_heart']",0.292,neutral,"['red_heart', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
80,haileysterne__15,2023-06-06 09:34:11+00:00,0.0,you destroyed my mothers chance of becoming a supermodel and mine,"['destroyed', 'mothers', 'chance', 'becoming', 'supermodel', 'mine']",-0.7729,negative,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
80,haileysterne__15,2023-06-06 09:33:46+00:00,0.0,you re gonna look great in orange,"['gon', 'na', 'look', 'great', 'orange']",0.9727,positive,"['look', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
80,euerica.martins,2023-06-01 14:07:47+00:00,0.0,em pensar que sem o grande naldo nada disso seria possível obrigada as_cronicas_de_naldo_benny medium light_skin_tone,"['em', 'pensar', 'que', 'sem', 'grande', 'naldo', 'nada', 'disso', 'seria', 'possível', 'obrigada', 'as_cronicas_de_naldo_benny', 'medium', 'light_skin_tone']",-0.0127,neutral,"['que', 'light_skin_tone', 'amazing', 'beautiful', 'black_heart']"
80,truthbtold317,2023-05-30 16:23:35+00:00,0.0,male,['male'],-0.1416,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
80,alfaromeobulo,2023-05-30 13:04:57+00:00,0.0,star struck smiling_face_with_heart eyes,"['star', 'struck', 'smiling_face_with_heart', 'eyes']",0.7259,positive,"['smiling_face_with_heart', 'eyes', 'amazing', 'beautiful', 'black_heart']"
80,dancelove314,2023-05-29 21:35:47+00:00,0.0,i want a body like yours and skin and also in miami and not in russia disappointed_face,"['want', 'body', 'like', 'skin', 'also', 'miami', 'russia', 'disappointed_face']",0.0346,neutral,"['like', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
80,edimarasilverio,2023-05-28 13:20:29+00:00,0.0,franco vania_,"['franco', 'vania_']",0.0755,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
80,katie_anjali_black,2023-05-26 20:35:09+00:00,1.0,yea that s athena and adam_demos and marrty_black and tombrady with my year old you re so fuglily i m laughing ol have fun in no man s land shivarea,"['yea', 'athena', 'adam_demos', 'marrty_black', 'tombrady', 'year', 'old', 'fuglily', 'laughing', 'ol', 'fun', 'man', 'land', 'shivarea']",0.8535,positive,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
81,volkanerhan2,2023-05-13 18:39:57+00:00,0.0,chеck dm hiddеn,"['chеck', 'dm', 'hiddеn']",-0.0616,neutral,"['dm', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
82,noor_alrumaihi,2023-06-04 00:48:15+00:00,0.0,what size is this blazer plz is it or,"['size', 'blazer', 'plz']",-0.0016,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
82,lauri.style,2023-06-02 08:53:51+00:00,0.0,need white_heart white_heart,"['need', 'white_heart', 'white_heart']",0.0414,neutral,"['white_heart', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
82,heitmat,2023-05-31 17:35:00+00:00,0.0,love red_heart,"['love', 'red_heart']",0.8703,positive,"['love', 'red_heart', 'amazing', 'beautiful', 'black_heart']"
82,sarahmcgrog,2023-05-31 13:48:59+00:00,0.0,obsessed smiling_face_with_heart eyes,"['obsessed', 'smiling_face_with_heart', 'eyes']",0.4513,positive,"['smiling_face_with_heart', 'eyes', 'amazing', 'beautiful', 'black_heart']"
82,siss_tam_s,2023-05-31 12:40:13+00:00,0.0,blazer love,"['blazer', 'love']",0.7554,positive,"['love', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
82,nadinetosun,2023-05-31 12:26:56+00:00,0.0,smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes,"['smiling_face_with_heart', 'eyes', 'smiling_face_with_heart', 'eyes', 'smiling_face_with_heart', 'eyes']",0.7867,positive,"['smiling_face_with_heart', 'eyes', 'amazing', 'beautiful', 'black_heart']"
82,marinathemoss,2023-05-31 09:43:13+00:00,0.0,comet,['comet'],0.0205,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
82,moyestore,2023-05-31 07:53:13+00:00,0.0,gorgeous white_heart dove,"['gorgeous', 'white_heart', 'dove']",0.9251,positive,"['gorgeous', 'white_heart', 'amazing', 'beautiful', 'black_heart']"
82,fatima3vv,2023-05-30 23:39:26+00:00,0.0,black_heart black_heart loveyou,"['black_heart', 'black_heart', 'loveyou']",0.8916,positive,"['black_heart', 'amazing', 'beautiful', 'blue_heart', 'brown_heart']"
83,priestess_nana111,2023-04-11 18:34:37+00:00,1.0,greetings beloved if truly believe in verdic astrology i have noticed throat and sacral energy chakras blocked in you from the past send me a message with a picture of your right palm in my dm there s a lot you need to know about your love life and family it s important namaste,"['greetings', 'beloved', 'truly', 'believe', 'verdic', 'astrology', 'noticed', 'throat', 'sacral', 'energy', 'chakras', 'blocked', 'past', 'send', 'message', 'picture', 'right', 'palm', 'dm', 'lot', 'need', 'know', 'love', 'life', 'family', 'important', 'namaste']",0.092,neutral,"['dm', 'love', 'amazing', 'beautiful', 'black_heart']"
83,caitmdavis,2023-03-29 01:49:12+00:00,0.0,gripu are you going to make more of this color for the series,"['gripu', 'going', 'make', 'color', 'series']",0.1617,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
83,dannafwells,2023-03-27 12:46:21+00:00,0.0,okay abs you are looking fire fire gf clapping_hands clapping_hands,"['okay', 'abs', 'looking', 'fire', 'fire', 'gf', 'clapping_hands', 'clapping_hands']",0.8653,positive,"['clapping_hands', 'fire', 'amazing', 'beautiful', 'black_heart']"
83,jenn.cassandra,2023-03-27 04:09:07+00:00,0.0,fire fire fire,"['fire', 'fire', 'fire']",0.0278,neutral,"['fire', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
83,stevenlopez248,2023-03-26 19:17:12+00:00,0.0,face_with_tears_of_joy,['face_with_tears_of_joy'],0.3237,neutral,"['face_with_tears_of_joy', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
83,stevenlopez248,2023-03-26 19:17:08+00:00,0.0,if you quit drinking coffee hot_beverage you lose that belly gut be gone,"['quit', 'drinking', 'coffee', 'hot_beverage', 'lose', 'belly', 'gut', 'gone']",-0.4989,negative,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
83,rgwalker.97,2023-03-26 15:59:29+00:00,0.0,smiling_face_with_heart eyes red_heart medium_skin_tone hot_beverage hot_beverage hot_beverage hot_beverage smiling_face_with_hearts,"['smiling_face_with_heart', 'eyes', 'red_heart', 'medium_skin_tone', 'hot_beverage', 'hot_beverage', 'hot_beverage', 'hot_beverage', 'smiling_face_with_hearts']",0.7327,positive,"['smiling_face_with_hearts', 'smiling_face_with_heart', 'eyes', 'red_heart', 'amazing']"
83,carlvoshel,2023-03-26 14:53:52+00:00,0.0,happy palm sunday,"['happy', 'palm', 'sunday']",0.9665,positive,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
84,silje.alice,2023-05-27 16:47:28+00:00,0.0,small pleasures medium light_skin_tone medium light_skin_tone medium light_skin_tone,"['small', 'pleasures', 'medium', 'light_skin_tone', 'medium', 'light_skin_tone', 'medium', 'light_skin_tone']",0.0681,neutral,"['light_skin_tone', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
84,lacelamphere,2023-05-27 16:45:56+00:00,0.0,so beautiful,['beautiful'],0.9564,positive,"['beautiful', 'amazing', 'black_heart', 'blue_heart', 'brown_heart']"
84,niloofarkiapasha,2023-05-26 21:57:02+00:00,0.0,fire,['fire'],-0.0665,neutral,"['fire', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
84,_lawrencewood_,2023-05-26 19:10:41+00:00,0.0,check dm,"['check', 'dm']",0.0152,neutral,"['dm', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
84,marine.mnc_,2023-05-26 19:06:34+00:00,0.0,smiling_face_with_heart eyes,"['smiling_face_with_heart', 'eyes']",0.728,positive,"['smiling_face_with_heart', 'eyes', 'amazing', 'beautiful', 'black_heart']"
84,yanga_nm,2023-05-26 18:35:26+00:00,0.0,absolutely beautiful white_heart,"['absolutely', 'beautiful', 'white_heart']",0.9459,positive,"['beautiful', 'white_heart', 'amazing', 'black_heart', 'blue_heart']"
84,giuliapalombini,2023-05-26 18:12:57+00:00,1.0,italy it s the place full of little beautiful thing,"['italy', 'place', 'full', 'little', 'beautiful', 'thing']",0.8735,positive,"['beautiful', 'amazing', 'black_heart', 'blue_heart', 'brown_heart']"
84,alemarullo,2023-05-26 18:10:00+00:00,0.0,in love smiling_face_with_heart eyes,"['love', 'smiling_face_with_heart', 'eyes']",0.942,positive,"['love', 'smiling_face_with_heart', 'eyes', 'amazing', 'beautiful']"
84,katjamautone,2023-05-26 18:08:21+00:00,0.0,smiling_face_with_heart eyes smiling_face_with_heart eyes,"['smiling_face_with_heart', 'eyes', 'smiling_face_with_heart', 'eyes']",0.7074,positive,"['smiling_face_with_heart', 'eyes', 'amazing', 'beautiful', 'black_heart']"
85,getgoldielocks,2023-03-23 12:04:32+00:00,0.0,it makes us sooooo happy to hear about the difference goldie locks is making for you smiling_face_with_hearts,"['makes', 'us', 'sooooo', 'happy', 'hear', 'difference', 'goldie', 'locks', 'making', 'smiling_face_with_hearts']",0.9901,positive,"['smiling_face_with_hearts', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
85,kellabyrd,2023-03-23 11:44:15+00:00,0.0,stunning smiling_face_with_heart eyes your hair looks amazing,"['stunning', 'smiling_face_with_heart', 'eyes', 'hair', 'looks', 'amazing']",0.9879,positive,"['amazing', 'smiling_face_with_heart', 'eyes', 'beautiful', 'black_heart']"
85,satin.interior,2023-03-23 02:09:42+00:00,0.0,gorgeous smiling_face_with_heart eyes and where are the lovely jeans from,"['gorgeous', 'smiling_face_with_heart', 'eyes', 'lovely', 'jeans']",0.9647,positive,"['gorgeous', 'smiling_face_with_heart', 'eyes', 'amazing', 'beautiful']"
85,roseandboomboutique,2023-03-23 01:53:33+00:00,0.0,literal hair goals ordering tonight raising_hands,"['literal', 'hair', 'goals', 'ordering', 'tonight', 'raising_hands']",0.0601,neutral,"['raising_hands', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
85,nikkilovesjohnny,2023-03-23 00:37:20+00:00,1.0,weren t you using monat did it stop working,"['using', 'monat', 'stop', 'working']",-0.6122,negative,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
85,colorbycoco,2023-03-23 00:28:39+00:00,0.0,goals,['goals'],0.2206,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
85,nicoleandreaxo,2023-03-22 20:38:45+00:00,0.0,your hair looks amazing smiling_face_with_heart eyes smiling_face_with_heart eyes,"['hair', 'looks', 'amazing', 'smiling_face_with_heart', 'eyes', 'smiling_face_with_heart', 'eyes']",0.9858,positive,"['amazing', 'smiling_face_with_heart', 'eyes', 'beautiful', 'black_heart']"
85,colorclassic_,2023-03-22 19:45:31+00:00,1.0,beautiful packaging,"['beautiful', 'packaging']",0.9376,positive,"['beautiful', 'amazing', 'black_heart', 'blue_heart', 'brown_heart']"
85,dannafwells,2023-03-22 19:45:18+00:00,1.0,hair goals sparkles,"['hair', 'goals', 'sparkles']",0.6904,positive,"['sparkles', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
85,simplysummerjenn,2023-03-22 18:23:54+00:00,1.0,hair model smiling_face_with_heart eyes,"['hair', 'model', 'smiling_face_with_heart', 'eyes']",0.5882,positive,"['smiling_face_with_heart', 'eyes', 'amazing', 'beautiful', 'black_heart']"
86,taylor.embracemodels,2023-04-02 01:55:09+00:00,0.0,love it smiling_face_with_heart eyes dm embracemodels,"['love', 'smiling_face_with_heart', 'eyes', 'dm', 'embracemodels']",0.9552,positive,"['dm', 'love', 'smiling_face_with_heart', 'eyes', 'amazing']"
86,the.wholistic.home,2023-03-21 03:25:04+00:00,0.0,sweet,['sweet'],0.4329,positive,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
86,courtney__jg,2023-03-20 22:04:18+00:00,1.0,awww,['awww'],-0.5137,negative,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
86,jgiantasio,2023-03-20 18:46:14+00:00,1.0,cuties red_heart red_heart red_heart,"['cuties', 'red_heart', 'red_heart', 'red_heart']",0.3087,neutral,"['red_heart', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
86,hannahmontanahm,2023-03-20 18:35:06+00:00,1.0,oh my little cutie pie he s adorable red_heart,"['oh', 'little', 'cutie', 'pie', 'adorable', 'red_heart']",0.9803,positive,"['red_heart', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
86,writer.jk1,2023-03-20 18:12:07+00:00,1.0,send pic on virginia_community,"['send', 'pic', 'virginia_community']",0.0714,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
87,sociojenics,2023-04-28 03:53:47+00:00,1.0,cute ones smiling_face_with_heart eyes smiling_face_with_heart eyes smiling_face_with_heart eyes,"['cute', 'ones', 'smiling_face_with_heart', 'eyes', 'smiling_face_with_heart', 'eyes', 'smiling_face_with_heart', 'eyes']",0.9068,positive,"['smiling_face_with_heart', 'eyes', 'amazing', 'beautiful', 'black_heart']"
87,emilyjademccarthy,2023-04-18 13:12:47+00:00,0.0,same same same face_with_tears_of_joy,['face_with_tears_of_joy'],0.3127,neutral,"['face_with_tears_of_joy', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
87,jamiekgaylor,2023-04-16 21:34:22+00:00,1.0,what size,['size'],-0.0186,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
87,lovelyfancymeblog,2023-04-16 00:23:46+00:00,0.0,super cute babe happy saturday smiling_face_with_heart eyes,"['super', 'cute', 'babe', 'happy', 'saturday', 'smiling_face_with_heart', 'eyes']",0.9882,positive,"['smiling_face_with_heart', 'eyes', 'amazing', 'beautiful', 'black_heart']"
87,ortallevitan,2023-04-16 00:00:08+00:00,0.0,a you re gorgeous red_heart heart_exclamation,"['gorgeous', 'red_heart', 'heart_exclamation']",0.9511,positive,"['gorgeous', 'red_heart', 'amazing', 'beautiful', 'black_heart']"
87,sweetmotherly,2023-04-15 23:20:43+00:00,0.0,gorgeous red_heart red_heart this look is everything on you happy saturday,"['gorgeous', 'red_heart', 'red_heart', 'look', 'everything', 'happy', 'saturday']",0.9909,positive,"['gorgeous', 'red_heart', 'look', 'amazing', 'beautiful']"
87,nevom_tassnim67,2023-04-15 21:16:31+00:00,0.0,let s collab lovely red_heart contact page in my bio gem_stone ring,"['let', 'collab', 'lovely', 'red_heart', 'contact', 'page', 'bio', 'gem_stone', 'ring']",0.7453,positive,"['red_heart', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
87,sassyqueenboutique,2023-04-15 20:59:42+00:00,0.0,obsessed clapping_hands clapping_hands clapping_hands looks so good on you,"['obsessed', 'clapping_hands', 'clapping_hands', 'clapping_hands', 'looks', 'good']",0.9732,positive,"['clapping_hands', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
87,spikesandseamsdesignco,2023-04-15 20:55:18+00:00,0.0,gorgeous girl beating_heart,"['gorgeous', 'girl', 'beating_heart']",0.9455,positive,"['gorgeous', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
88,koksharovad_,2023-06-01 19:53:37+00:00,0.0,fire clapping_hands_medium light_skin_tone,"['fire', 'clapping_hands_medium', 'light_skin_tone']",0.0614,neutral,"['light_skin_tone', 'fire', 'amazing', 'beautiful', 'black_heart']"
88,_vanessa.riedl,2023-05-31 18:19:39+00:00,0.0,mega schön heart_with_arrow heart_with_arrow heart_with_arrow,"['mega', 'schön', 'heart_with_arrow', 'heart_with_arrow', 'heart_with_arrow']",0.0514,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
88,marketlamode,2023-05-28 19:43:49+00:00,0.0,smiling_face_with_heart eyes,"['smiling_face_with_heart', 'eyes']",0.728,positive,"['smiling_face_with_heart', 'eyes', 'amazing', 'beautiful', 'black_heart']"
88,elleeasom,2023-05-28 14:45:01+00:00,0.0,red_heart,['red_heart'],0.1033,neutral,"['red_heart', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
88,luca.costabile1926,2023-05-28 13:15:04+00:00,0.0,nl,['nl'],0.0651,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
88,luca.costabile1926,2023-05-28 13:15:03+00:00,0.0,n bmmkjk il mnnmm crying_face,"['n', 'bmmkjk', 'il', 'mnnmm', 'crying_face']",-0.4328,neutral,"['amazing', 'beautiful', 'black_heart', 'blue_heart', 'brown_heart']"
88,mirelle.phachareeya,2023-05-28 08:44:45+00:00,0.0,how stunning red_heart,"['stunning', 'red_heart']",0.8986,positive,"['red_heart', 'amazing', 'beautiful', 'black_heart', 'blue_heart']"
